pair_id,original_midi_path,plagiarised_midi_path
413,plagdet/data/synthetic_dataset/pairs/original\original_413.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_413.mid
414,plagdet/data/synthetic_dataset/pairs/original\original_414.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_414.mid
415,plagdet/data/synthetic_dataset/pairs/original\original_415.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_415.mid
416,plagdet/data/synthetic_dataset/pairs/original\original_416.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_416.mid
417,plagdet/data/synthetic_dataset/pairs/original\original_417.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_417.mid
418,plagdet/data/synthetic_dataset/pairs/original\original_418.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_418.mid
419,plagdet/data/synthetic_dataset/pairs/original\original_419.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_419.mid
420,plagdet/data/synthetic_dataset/pairs/original\original_420.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_420.mid
421,plagdet/data/synthetic_dataset/pairs/original\original_421.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_421.mid
422,plagdet/data/synthetic_dataset/pairs/original\original_422.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_422.mid
423,plagdet/data/synthetic_dataset/pairs/original\original_423.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_423.mid
424,plagdet/data/synthetic_dataset/pairs/original\original_424.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_424.mid
425,plagdet/data/synthetic_dataset/pairs/original\original_425.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_425.mid
426,plagdet/data/synthetic_dataset/pairs/original\original_426.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_426.mid
427,plagdet/data/synthetic_dataset/pairs/original\original_427.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_427.mid
428,plagdet/data/synthetic_dataset/pairs/original\original_428.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_428.mid
429,plagdet/data/synthetic_dataset/pairs/original\original_429.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_429.mid
430,plagdet/data/synthetic_dataset/pairs/original\original_430.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_430.mid
431,plagdet/data/synthetic_dataset/pairs/original\original_431.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_431.mid
432,plagdet/data/synthetic_dataset/pairs/original\original_432.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_432.mid
433,plagdet/data/synthetic_dataset/pairs/original\original_433.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_433.mid
434,plagdet/data/synthetic_dataset/pairs/original\original_434.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_434.mid
435,plagdet/data/synthetic_dataset/pairs/original\original_435.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_435.mid
436,plagdet/data/synthetic_dataset/pairs/original\original_436.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_436.mid
437,plagdet/data/synthetic_dataset/pairs/original\original_437.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_437.mid
438,plagdet/data/synthetic_dataset/pairs/original\original_438.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_438.mid
439,plagdet/data/synthetic_dataset/pairs/original\original_439.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_439.mid
440,plagdet/data/synthetic_dataset/pairs/original\original_440.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_440.mid
441,plagdet/data/synthetic_dataset/pairs/original\original_441.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_441.mid
442,plagdet/data/synthetic_dataset/pairs/original\original_442.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_442.mid
443,plagdet/data/synthetic_dataset/pairs/original\original_443.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_443.mid
444,plagdet/data/synthetic_dataset/pairs/original\original_444.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_444.mid
445,plagdet/data/synthetic_dataset/pairs/original\original_445.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_445.mid
446,plagdet/data/synthetic_dataset/pairs/original\original_446.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_446.mid
447,plagdet/data/synthetic_dataset/pairs/original\original_447.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_447.mid
448,plagdet/data/synthetic_dataset/pairs/original\original_448.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_448.mid
449,plagdet/data/synthetic_dataset/pairs/original\original_449.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_449.mid
450,plagdet/data/synthetic_dataset/pairs/original\original_450.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_450.mid
451,plagdet/data/synthetic_dataset/pairs/original\original_451.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_451.mid
452,plagdet/data/synthetic_dataset/pairs/original\original_452.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_452.mid
453,plagdet/data/synthetic_dataset/pairs/original\original_453.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_453.mid
454,plagdet/data/synthetic_dataset/pairs/original\original_454.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_454.mid
455,plagdet/data/synthetic_dataset/pairs/original\original_455.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_455.mid
456,plagdet/data/synthetic_dataset/pairs/original\original_456.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_456.mid
457,plagdet/data/synthetic_dataset/pairs/original\original_457.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_457.mid
458,plagdet/data/synthetic_dataset/pairs/original\original_458.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_458.mid
459,plagdet/data/synthetic_dataset/pairs/original\original_459.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_459.mid
460,plagdet/data/synthetic_dataset/pairs/original\original_460.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_460.mid
461,plagdet/data/synthetic_dataset/pairs/original\original_461.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_461.mid
462,plagdet/data/synthetic_dataset/pairs/original\original_462.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_462.mid
463,plagdet/data/synthetic_dataset/pairs/original\original_463.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_463.mid
464,plagdet/data/synthetic_dataset/pairs/original\original_464.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_464.mid
465,plagdet/data/synthetic_dataset/pairs/original\original_465.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_465.mid
466,plagdet/data/synthetic_dataset/pairs/original\original_466.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_466.mid
467,plagdet/data/synthetic_dataset/pairs/original\original_467.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_467.mid
468,plagdet/data/synthetic_dataset/pairs/original\original_468.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_468.mid
469,plagdet/data/synthetic_dataset/pairs/original\original_469.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_469.mid
470,plagdet/data/synthetic_dataset/pairs/original\original_470.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_470.mid
471,plagdet/data/synthetic_dataset/pairs/original\original_471.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_471.mid
472,plagdet/data/synthetic_dataset/pairs/original\original_472.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_472.mid
473,plagdet/data/synthetic_dataset/pairs/original\original_473.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_473.mid
474,plagdet/data/synthetic_dataset/pairs/original\original_474.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_474.mid
475,plagdet/data/synthetic_dataset/pairs/original\original_475.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_475.mid
476,plagdet/data/synthetic_dataset/pairs/original\original_476.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_476.mid
477,plagdet/data/synthetic_dataset/pairs/original\original_477.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_477.mid
478,plagdet/data/synthetic_dataset/pairs/original\original_478.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_478.mid
479,plagdet/data/synthetic_dataset/pairs/original\original_479.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_479.mid
480,plagdet/data/synthetic_dataset/pairs/original\original_480.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_480.mid
481,plagdet/data/synthetic_dataset/pairs/original\original_481.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_481.mid
482,plagdet/data/synthetic_dataset/pairs/original\original_482.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_482.mid
483,plagdet/data/synthetic_dataset/pairs/original\original_483.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_483.mid
484,plagdet/data/synthetic_dataset/pairs/original\original_484.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_484.mid
485,plagdet/data/synthetic_dataset/pairs/original\original_485.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_485.mid
486,plagdet/data/synthetic_dataset/pairs/original\original_486.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_486.mid
487,plagdet/data/synthetic_dataset/pairs/original\original_487.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_487.mid
488,plagdet/data/synthetic_dataset/pairs/original\original_488.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_488.mid
489,plagdet/data/synthetic_dataset/pairs/original\original_489.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_489.mid
490,plagdet/data/synthetic_dataset/pairs/original\original_490.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_490.mid
491,plagdet/data/synthetic_dataset/pairs/original\original_491.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_491.mid
492,plagdet/data/synthetic_dataset/pairs/original\original_492.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_492.mid
493,plagdet/data/synthetic_dataset/pairs/original\original_493.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_493.mid
494,plagdet/data/synthetic_dataset/pairs/original\original_494.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_494.mid
495,plagdet/data/synthetic_dataset/pairs/original\original_495.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_495.mid
496,plagdet/data/synthetic_dataset/pairs/original\original_496.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_496.mid
497,plagdet/data/synthetic_dataset/pairs/original\original_497.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_497.mid
498,plagdet/data/synthetic_dataset/pairs/original\original_498.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_498.mid
499,plagdet/data/synthetic_dataset/pairs/original\original_499.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_499.mid
500,plagdet/data/synthetic_dataset/pairs/original\original_500.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_500.mid
501,plagdet/data/synthetic_dataset/pairs/original\original_501.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_501.mid
502,plagdet/data/synthetic_dataset/pairs/original\original_502.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_502.mid
503,plagdet/data/synthetic_dataset/pairs/original\original_503.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_503.mid
504,plagdet/data/synthetic_dataset/pairs/original\original_504.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_504.mid
505,plagdet/data/synthetic_dataset/pairs/original\original_505.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_505.mid
506,plagdet/data/synthetic_dataset/pairs/original\original_506.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_506.mid
507,plagdet/data/synthetic_dataset/pairs/original\original_507.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_507.mid
508,plagdet/data/synthetic_dataset/pairs/original\original_508.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_508.mid
509,plagdet/data/synthetic_dataset/pairs/original\original_509.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_509.mid
510,plagdet/data/synthetic_dataset/pairs/original\original_510.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_510.mid
511,plagdet/data/synthetic_dataset/pairs/original\original_511.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_511.mid
512,plagdet/data/synthetic_dataset/pairs/original\original_512.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_512.mid
513,plagdet/data/synthetic_dataset/pairs/original\original_513.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_513.mid
514,plagdet/data/synthetic_dataset/pairs/original\original_514.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_514.mid
515,plagdet/data/synthetic_dataset/pairs/original\original_515.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_515.mid
516,plagdet/data/synthetic_dataset/pairs/original\original_516.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_516.mid
517,plagdet/data/synthetic_dataset/pairs/original\original_517.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_517.mid
518,plagdet/data/synthetic_dataset/pairs/original\original_518.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_518.mid
519,plagdet/data/synthetic_dataset/pairs/original\original_519.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_519.mid
520,plagdet/data/synthetic_dataset/pairs/original\original_520.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_520.mid
521,plagdet/data/synthetic_dataset/pairs/original\original_521.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_521.mid
522,plagdet/data/synthetic_dataset/pairs/original\original_522.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_522.mid
523,plagdet/data/synthetic_dataset/pairs/original\original_523.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_523.mid
524,plagdet/data/synthetic_dataset/pairs/original\original_524.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_524.mid
525,plagdet/data/synthetic_dataset/pairs/original\original_525.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_525.mid
526,plagdet/data/synthetic_dataset/pairs/original\original_526.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_526.mid
527,plagdet/data/synthetic_dataset/pairs/original\original_527.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_527.mid
528,plagdet/data/synthetic_dataset/pairs/original\original_528.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_528.mid
529,plagdet/data/synthetic_dataset/pairs/original\original_529.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_529.mid
530,plagdet/data/synthetic_dataset/pairs/original\original_530.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_530.mid
531,plagdet/data/synthetic_dataset/pairs/original\original_531.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_531.mid
532,plagdet/data/synthetic_dataset/pairs/original\original_532.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_532.mid
533,plagdet/data/synthetic_dataset/pairs/original\original_533.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_533.mid
534,plagdet/data/synthetic_dataset/pairs/original\original_534.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_534.mid
535,plagdet/data/synthetic_dataset/pairs/original\original_535.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_535.mid
536,plagdet/data/synthetic_dataset/pairs/original\original_536.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_536.mid
537,plagdet/data/synthetic_dataset/pairs/original\original_537.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_537.mid
538,plagdet/data/synthetic_dataset/pairs/original\original_538.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_538.mid
539,plagdet/data/synthetic_dataset/pairs/original\original_539.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_539.mid
540,plagdet/data/synthetic_dataset/pairs/original\original_540.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_540.mid
541,plagdet/data/synthetic_dataset/pairs/original\original_541.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_541.mid
542,plagdet/data/synthetic_dataset/pairs/original\original_542.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_542.mid
543,plagdet/data/synthetic_dataset/pairs/original\original_543.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_543.mid
544,plagdet/data/synthetic_dataset/pairs/original\original_544.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_544.mid
545,plagdet/data/synthetic_dataset/pairs/original\original_545.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_545.mid
546,plagdet/data/synthetic_dataset/pairs/original\original_546.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_546.mid
547,plagdet/data/synthetic_dataset/pairs/original\original_547.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_547.mid
548,plagdet/data/synthetic_dataset/pairs/original\original_548.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_548.mid
549,plagdet/data/synthetic_dataset/pairs/original\original_549.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_549.mid
550,plagdet/data/synthetic_dataset/pairs/original\original_550.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_550.mid
551,plagdet/data/synthetic_dataset/pairs/original\original_551.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_551.mid
552,plagdet/data/synthetic_dataset/pairs/original\original_552.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_552.mid
553,plagdet/data/synthetic_dataset/pairs/original\original_553.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_553.mid
554,plagdet/data/synthetic_dataset/pairs/original\original_554.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_554.mid
555,plagdet/data/synthetic_dataset/pairs/original\original_555.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_555.mid
556,plagdet/data/synthetic_dataset/pairs/original\original_556.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_556.mid
557,plagdet/data/synthetic_dataset/pairs/original\original_557.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_557.mid
558,plagdet/data/synthetic_dataset/pairs/original\original_558.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_558.mid
559,plagdet/data/synthetic_dataset/pairs/original\original_559.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_559.mid
560,plagdet/data/synthetic_dataset/pairs/original\original_560.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_560.mid
561,plagdet/data/synthetic_dataset/pairs/original\original_561.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_561.mid
562,plagdet/data/synthetic_dataset/pairs/original\original_562.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_562.mid
563,plagdet/data/synthetic_dataset/pairs/original\original_563.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_563.mid
564,plagdet/data/synthetic_dataset/pairs/original\original_564.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_564.mid
565,plagdet/data/synthetic_dataset/pairs/original\original_565.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_565.mid
566,plagdet/data/synthetic_dataset/pairs/original\original_566.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_566.mid
567,plagdet/data/synthetic_dataset/pairs/original\original_567.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_567.mid
568,plagdet/data/synthetic_dataset/pairs/original\original_568.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_568.mid
569,plagdet/data/synthetic_dataset/pairs/original\original_569.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_569.mid
570,plagdet/data/synthetic_dataset/pairs/original\original_570.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_570.mid
571,plagdet/data/synthetic_dataset/pairs/original\original_571.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_571.mid
572,plagdet/data/synthetic_dataset/pairs/original\original_572.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_572.mid
573,plagdet/data/synthetic_dataset/pairs/original\original_573.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_573.mid
574,plagdet/data/synthetic_dataset/pairs/original\original_574.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_574.mid
575,plagdet/data/synthetic_dataset/pairs/original\original_575.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_575.mid
576,plagdet/data/synthetic_dataset/pairs/original\original_576.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_576.mid
577,plagdet/data/synthetic_dataset/pairs/original\original_577.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_577.mid
578,plagdet/data/synthetic_dataset/pairs/original\original_578.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_578.mid
579,plagdet/data/synthetic_dataset/pairs/original\original_579.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_579.mid
580,plagdet/data/synthetic_dataset/pairs/original\original_580.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_580.mid
581,plagdet/data/synthetic_dataset/pairs/original\original_581.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_581.mid
582,plagdet/data/synthetic_dataset/pairs/original\original_582.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_582.mid
583,plagdet/data/synthetic_dataset/pairs/original\original_583.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_583.mid
584,plagdet/data/synthetic_dataset/pairs/original\original_584.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_584.mid
585,plagdet/data/synthetic_dataset/pairs/original\original_585.mid,plagdet/data/synthetic_dataset/pairs/plagiarised\plagiarised_585.mid
