musicbrainz_id,case_artist,mb_artist,case_title,mb_title,case_role,case_status,case_id,correct_match
09783e76-bc4b-4b14-9ef7-b638a4457e2a,Richard Friedman,Richard Friedman,To Our Fallen,To Our Fallen,complainer,,225,
774c7174-f4ed-4868-abf9-a8fc9c861846,Hans Zimmer,Hans Zimmer,Music score for “12 Years a Slave”,"Solomon (From ""12 Years a Slave"")",defendant,,225,
e81aa1b5-c328-4b69-b4f3-aa86f750cb0d,Tom Petty and Jeff Lynne,Tom Petty,I Won't Back Down,I Won’t Back Down,complainer,,224,
8d2effe5-7339-4ccd-860f-934920a97e44,Sam Smith,Sam Smith,Stay With Me,Stay With Me (stripped),defendant,,224,
21f9740b-25fb-403a-8512-22008eef00eb,Daniel Marino,Daniel Lindström,,Nån slags verklighet,complainer,,223,
e441e489-f80b-43b6-bc27-a60df4ed2fc3,Usher Raymond,Usher,Bad Girl,Bad Girl,defendant,,223,
fcff2e13-22d5-4ae6-ac61-5a70a978b163,"American folk song, as performed by Bo Carter",Bo Carter,Corrine Corrina,"Corrine, Corrina",complainer,,222,
6f9e790c-30d3-43ba-bc35-33b101c9eb9a,"American folk song, as performed by Rod Stewart",Rod Stewart,Corrina Corrina,Corrina Corrina,defendant,,222,
0e78bc07-6937-4142-80ea-a47b3c368e24,Trouble Funk [band],Trouble Funk,Say What; Drop the Bomb,Drop the Bomb,complainer,,221,
2fb97bc8-9013-48fd-9771-ddfc08f29c55,"Diamond, Horovitz, et al. [Beastie Boys]",Beastie Boys,Shadrach; Car Thief; Hold It,Car Thief,defendant,,221,
cab084b8-fc77-4845-8851-0eeffce51bc7,Devin Copeland,Copeland,Someone to Love,You Love to Sing,complainer,,220,
60b13097-f5e5-4ee8-8933-7dc0f3e6bf92,"Justin Bieber, et al.",Justin Bieber,Someone to Love,Somebody to Love,defendant,,220,
8b1f1146-c4a8-4260-be50-9fcc70bbc979,Lenny Lee Goldsmith,Black Heat,Zimba ku,Zimba Ku,complainer,,219,
12557e45-8acd-4703-aa8c-9fc514af02c6,"Jessica Cornish, et al.",Jessica Cornish,Price Tag,Sexy Silk,defendant,,219,
8fb1c249-b95d-4e2b-bcd5-cc53c3f79cd2,Ahmad Javon Lane,Greg Hatwell & Marc Lane,X.O.X.O.,XOXO (b),complainer,,218,
294a9985-16c6-4d62-b05a-acfbbfc28b08,Beyonce Knowles-Carter,Beyoncé Knowles‐Carter,X.O.,war (nala interlude),defendant,,218,
b2c7545e-c4e4-4a56-ae8e-2876195f27a3,"Klaus Wüsthoff, Hans Günter Wagener",Hans-Günter Wagener,Fanfaren-Blues,The Blue House,complainer,,217,
e1a5984a-d543-4f6a-8c9d-31f2da78cd63,ZDF,ZDF,"""Today"" Jingle","Folge 35: Hochmut kommt vor dem Fall, Part 3",defendant,,217,
81ca7259-f043-49e4-9e26-abb378d0f34a,Paul Batiste,DJ Batiste,I Like Your Way; Blues Man,I Am Your DJ,complainer,,216,
1ed6a94b-529c-4f59-a8da-3dbc01b089ae,Faheem Rasheed Najm (p/k/a T-Pain),T‐Pain,Put It Down; Reggae Nigh,Reggae Night,defendant,,216,
0d73c65c-fcff-48be-8261-1d0a093d27da,Ramon Arias Vasquez,Eddy K & Silvio Mora,Loca con su Tiguere,Loca con su tiguere,complainer,,215,
0d9d15f3-9285-40a0-a6b6-975c9ac8f43e,Eduard Edwin Bello Pou,El Cata,Loca con su Tiguere,Loca con su tiguere,defendant,,215,
2d1b9303-e934-45dc-b11b-79eeefb7808f,Eddie Bo & The Soul Finders,Eddie Bo and The Soul Finders,"Hook & Sling, Pt. I",Hook & Sling,complainer,,214,
8c91a066-41ca-48ee-8528-6ab1069db0e3,"Shawn Carter (""Jay-Z"") et al.",Jay‐Z,Run This Town,Run This Town,defendant,,214,
71a0fa9a-21d3-4ac5-a571-a0363fa5331c,David Pryor,Thunder & Lightning,Bumpin' Bus Stop,Bumpin’ Bus Stop,complainer,,213,
0876f8b3-6a22-4526-bfaf-df35634e4a57,Kanye West,Kanye West,Gold Digger,Gold Digger,defendant,,213,
009bcdcf-b875-4145-b39e-69284c6c5e78,Brian Pringle,Aric Pringle,Take a Drive,"Take One, They're Free",complainer,,212,
ccc01fda-efbd-4b50-afe6-a186aea54ae8,"William Adams, et al.",Al Et Al,I Gotta Feeling,If I…?,defendant,,212,
7ec28014-dbb9-4438-85a4-8684bcb32f9f,Rebecca Francescatti,"Amit Mishra, Debanjali B Joshi",Juda,Juda Juda,complainer,,211,
4b415ffb-b132-4ef2-b57c-65588b4eec32,Stefani Germanotta,Stefani Germanotta,Judas,Brooklyn Nights,defendant,,211,
15b46342-814c-4ce7-bb71-2aa39c32dc9d,Bloodstone,Bloodstone,I'm Doing My Job,I'm Just Doing My Job,complainer,,210,
f682ac73-7798-4de6-a608-3d8820d6ce22,Kanye West,Kanye West,Doin My Job,My Way,defendant,,210,
dc6ef71a-0800-48f2-b93e-5a5c4de27ba8,Usher Raymond,Dominique A,Syl Johnson,Syl,complainer,,209,
e0571b63-c95a-4447-afa6-c600098e5196,Call Me a Mack,Psychedeliasmith,Different Strokes,Different Strokes,defendant,,209,
e64ab9a2-1b7e-4200-8edd-86394dcd97ff,Will Loomis,Will Dailey,Bright Red Chords,Bright,complainer,,208,
12557e45-8acd-4703-aa8c-9fc514af02c6,Jessica Cornish,Jessica Cornish,Domino,Sexy Silk,defendant,,208,
9c78ddd6-ed8e-426c-94fd-31078daddcc7,Guy Hobbs,Pig Destroyer,Natasha,Natasha,complainer,,207,
27a38577-67f7-499c-9c06-e1987e343343,Elton John,Elton John,Nikita,Nikita,defendant,,207,
6e304301-0e31-4b86-a63f-c1fef3575e09,Kevian Haghgoo et al.,Barobax,Soosan Khanoom,Soosan Khanoom,complainer,,206,
3306cb9b-7e42-41f9-a901-af5a023eca21,Pritam Chakraborty,"Mika Singh, Amitabh Bhattacharya, Nakash & Pritam",Pyaar Ki Pungi,Pungi,defendant,,206,
71541a0b-4d52-4fab-a1da-895e50143e83,Lars Erickson,Lars Erickson,Pi Symphony,"Movement I, Pi and e",complainer,,205,
777e1ce6-9277-40a1-91cc-f7edc5cd6596,Michael John Blake,Blake,What Pi Sounds Like,What I Like (Knuckles mix),defendant,,205,
f99809f5-1ed3-461f-a3cb-a121c24d92d8,Daniel Auerbach and Patrick Carney,Rosie Carney,Lonely Boy; Gold on the Ceiling,Ceiling,complainer,,204,
d64f850b-5e87-4f6c-8cd4-85965882fff7,,F. Scott Fitzgerald read by Tim Robbins,Advertisement for Home Depot; Advertisement for Pizza Hut,Advertisement for Caedmon,defendant,,204,
af225861-963f-4aec-8b89-373455bd8e13,Rui Hua Wang,Wang Wei,You and Me,You and Me (The Myth),complainer,,203,
ab21b0dc-4544-4f98-909e-a13e8c4b41e0,Qi Gang Chen,Ziguo Chen,You and Me,You and Me,defendant,,203,
7f587763-468c-4dd5-81ad-547ccdf30002,"Robert Poindexter, et al.",The Persuaders,Thin Line Between Love and Hate,Thin Line Between Love and Hate,complainer,,202,
11202d0e-edc2-4d70-9fc0-d9738d67f91f,EMI Record Group,Dominic Gaudious,Washed Away,Washed Away,defendant,,202,
f5653e27-4b78-439e-ac6b-7bcb76963941,William Keith,Keith Tinman & Jonathan Dunn,Bedrock,Bedrock,complainer,,201,
6797cccc-ee3a-4f27-8df9-239d27049010,"Dwayne Carter, aka Lil Wayne",Lil Wayne feat. Young Money,Bedrock,Bedrock,defendant,,201,
080a6098-559b-47a7-929c-09092c6c1050,Meiru Huang,Tracy Huang,What Is Wrong with Love,I Want to Know What Love Is,complainer,,200,
ba550ecc-1b68-47cf-94d9-650b2703d41d,Xinru Wang,Azmari,Sleeping Beauty,Sleeping Beauty : Sleeping Beauty,defendant,,200,
3141c6cf-e585-4ce1-a8b4-f2b755ab1a73,Vince Peters,Rainbow Room,Stronger,Stronger and Stronger,complainer,,199,
5e56adaa-405c-493d-8fb1-73517d4b17f2,Kanye West,Kanye West,Stronger,Stronger,defendant,,199,
5a7c18b2-dc01-4151-9061-1854e4612f4e,Bruce Lyles,Bruce Springsteen,Without You,Without You (band),complainer,,198,
6338176b-1b32-4561-b610-3ae599653909,David Guetta,David Guetta FeUsher,Without You,Without You (Extended),defendant,,198,
f68ad646-241d-4eda-8a63-6d8fe211ba99,Anthony Stokes,Anthony Weedon,Where are You Now?,Where Are You Now,complainer,,197,
d6dbbb18-84d3-47c3-957e-919af02511ec,John Legend,Lil Wayne,Maxine's Interlude,Living Legend Interlude,defendant,,197,
9f9f6ffe-2034-4544-bc9d-7639837f259d,Stephan Obinger,Trankil Trankil,,NAN NAN NAN NAN NAN NAN (INTERLUDE),complainer,,196,
f37e8e95-6ad2-4e51-89fc-174710d10a12,McDonald's Corporation,Chris McDonald,McDonald's-Jingle,Jingle Bells,defendant,,196,
2de2f6ab-0e75-45c8-b843-729734bb33ff,Marshall Mathers [aka “Eminem”],Peter Mathers,Advertisement for Chrysler Corp.,For Sueth,complainer,,195,
12b8b280-2da3-43aa-ad56-290d44eeb0cb,Audi GmbH,Tischdreizehn,​Advertisement for Audi A6 “Avant”,Audi A6 Avant,defendant,,195,
40edebc1-11b9-4eed-b563-1a962e8d3913,Anonymous,Lata Mangeshkar & Mohammed Rafi,Baghon Mein Behar Hai,Baghon Mein Bahar Hai,complainer,,194,
16336472-ae3b-4cd6-90d7-e774e4d73c07,"Timothy Mosley, aka ""Timbaland""",Timothy Wisdom,Put You on the Game,Put the Stereo On,defendant,,194,
8a6b873d-50ed-47d8-85da-e81d1ba2cdfd,"Ryan Lessem, Douglas Johnson",Liam Ryan,Elevator,Blue Elevator,complainer,,193,
fe090820-0909-450f-834a-934fd01bc88b,"Jayceon Taylor (“The Game”), Andre Young (“Dr. Dre”), Michael Elizondo, Curtis Jackson (“50 Cent”)","The Game, 50 Cent",How We Do,How We Do,defendant,,193,
4ee9a470-414e-4e89-b01c-e87b38e089db,Wadena Pyatt,Sofia Källgren,Caught Up,Caught Up,complainer,,192,
4bc07c8f-153c-42b2-b946-d5b416436b8c,Usher Raymond,Poison Clan,Caught Up,Raymond Up the Road,defendant,,192,
04955af7-ccc4-481e-8a7a-ff3cbb3f2138,Ernest Straughter,Sunny Ledfurd feat. Ziggy Pockets,The Reasons Why,The Reasons Why,complainer,,191,
34f2b6a6-5529-49b2-91e4-496c519de6a7,"Usher Raymond, et al.",Usher,Burn,Burn,defendant,,191,
6aafff6e-5701-41f8-93d5-b470c0995384,Jake Holmes,Jake Holmes,Dazed and Confused,Dazed and Confused,complainer,,190,
40de4a0b-daa8-42d4-a407-7bf5ae8a1111,Led Zeppelin,Led Zeppelin,Dazed and Confused,Dazed and Confused,defendant,,190,
08890a30-0d6a-43f5-971a-ebbb13a6d951,Ebony Latrice Batts aka “Phoenix Phenom”,The Courettes,Boom Dynamite,Boom! Dynamite!,complainer,,189,
30773167-c32e-42d4-9e8c-f4a2f9f408cf,"William Adams, et al. [“Black Eyed Peas”]",Black Eyed Peas,Boom Boom Pow,Boom Boom Pow,defendant,,189,
ad6b7fec-2740-41f6-8f10-99a6499baf88,Martel Ellis,Vinyl Dial & Sam Ellis,Danger,Into Danger's Mouth,complainer,,188,
e245a35b-3ea6-4363-8168-1519ab8227bd,Wyclef Jean,Wyclef Jean feat. Sizzla,Welcome to the East,Welcome to the East,defendant,,188,
1f9b9357-2918-467b-8ddb-5c12d407dd28,Robert R. Prunte,Black Rob,"Fire in Da Hole, Plus Others",Fire in da Hole,complainer,,187,
1f9b9357-2918-467b-8ddb-5c12d407dd28,"Black Rob, et al.",Black Rob,"Fire in the Hole, Plus Others",Fire in da Hole,defendant,,187,
6bc9f4b2-d165-406a-ae98-08d3a8f1a0da,Preston Marshall,Steve Marshall,You are the One,You Are the World,complainer,,186,
3c4efacb-32bb-4d55-8b38-41a2e94a934b,"John Huffman, Real Content Media Group, Mariah Carey",Mariah Carey,My Love,My All (My club mix),defendant,,186,
00c69d35-0b96-4002-9182-012f7b7f306a,Marion Sinclair,Marion Sinclair,Kookaburra Sits in the Old Gum Tree,Kookaburra Sits in the Old Gum Tree,complainer,,185,
1668ade7-acd3-447c-a9b9-0e520690fbc5,"Colin Hay (""Men At Work"")",Men at Work,Down Under,Down Under,defendant,,185,
7e79fb6c-9e3f-4f8f-a0fe-05ec8debf998,David & Peter Currin,Stealth & Cold Fusion,I'm Frontin',Frontin’,complainer,,184,
01fcd500-deed-4721-86c9-2c7a34242900,Pharrell Williams,Pharrell Williams,Frontin,Frontin',defendant,,184,
263f6386-f4f7-4afd-b870-fa5a35e26f80,WEH,Weh,Heartbeat,Hang 'Em High,complainer,,183,
596897c0-b4e7-4a00-b710-5666ccf2e13f,Sophie Ellis-Bextor,Sophie Ellis‐Bextor,Get Over You,Get Over You,defendant,,183,
96958422-ea5f-4115-89cd-a2745452d9c5,Joe Satriani,Joe Satriani,If I Could Fly,If I Could Fly,complainer,,182,
8ea17c34-77de-4c31-970a-e50e379d8013,Christopher Martin et al. [Coldplay],Coldplay,Viva la Vida,Viva la Vida,defendant,,182,
24001a84-f6ef-4621-adae-7fe635bb18be,Leonard Jones and James E. White,James White,Party Ain't Crunk,Monkey Party,complainer,,181,
8445700a-e1a7-4867-ae65-3f6773c1350f,Mary J. Blige,Mary J. Blige,Family Affair,Family Affair,defendant,,181,
85d99974-2be4-4e4c-917b-948e96d27a1d,George Clinton,George Clinton,Atomic Dog,Atomic Dog,complainer,,180,
0eb1003b-8503-475c-95f1-a7ef29a38f4d,"Robert Kelly, et al. (""Public Announcement"")",Public Announcement,D.O.G. In Me,D.O.G. in Me (feat. Shaq and Roger Troutman),defendant,,180,
1fac6603-0eaf-437b-9fd7-b850e7019dec,Samuel Steele,Steele,Man I Really Love This Team,Everything I Love,complainer,,179,
45364c1e-fb91-45ad-bf43-fd383c918d8b,Jon Bongiovi,Jon Bongiovi,I Love This Town,Open Your Heart,defendant,,179,
27941c31-970d-4f34-86d7-49c8ed923341,Dustin Evans,Dustin Evans,Good Ol' Days to Come,Good Ol' Days to Come,complainer,,178,
a4584b73-56d3-42ee-b70c-6ab53428cae6,Phil Vassar,Phil Vassar,Good Ole Days,Good Ole Days,defendant,,178,
295ff2c5-7df1-4595-9c03-ff9dceaf1cab,Rickey Allen,Beyoncé,Cater 2 U,Cater 2 U,complainer,,177,
2823e330-111e-44d1-b56e-dd4cb4f5ab79,Destiny's Child,Destiny’s Child,Cater 2 U,Cater 2 U,defendant,,177,
cc39412b-a24d-4dcb-a1ea-5684a4db5679,Ram Sampath,Ram Sampath,The Thump,Haule Haule,complainer,,176,
24cd7732-8b8f-4010-ae79-c7780a4afa66,Vishal Dadlani,Vishal Dadlani,Krazzy 4 (Remix) & Breakfree (Remix),Krazzy 4 (remix),defendant,,176,
4b9b3a70-fa11-4b4f-a11f-ceac2f7751e3,"Jurgen Winter, et al., (a.k.a. ""Jud's Gallery"")",Jud's Gallery,Nordrach,Nordrach,complainer,,175,
48b035da-e5f3-4cf8-8307-f6ad88191945,Gary Moore,Gary Moore,Still Got the Blues,Still Got the Blues,defendant,,175,
ecf2722f-f830-460b-b322-31499eec12e7,Corey Glover,The Good Men,Make Up Your Mind,Make Up Your Mind,complainer,,174,
c9684796-c13c-48e1-a6d2-0ad8a211dc09,"Tionne Watkins, et al.",TLC,Unpretty,Unpretty,defendant,,174,
53acd677-0423-471e-bd60-8451bc103a74,Xu Ruhui,Xu,"Arrangements of Chinese Operas, including: The Mother as Slave",Sea of Cobwebs,complainer,,173,
521b7810-80ef-4d4b-b36c-cb7d202a8398,Yang Feifei,TM Juke and The Jack Baker Trio,"Recording of popular vocal numbers from Chinese Operas, including a portion of The Mother as Slave",Portion of a Recording,defendant,,173,
a15fbc2e-48d9-4fa3-ae93-d3f01777dd93,Chris Lester,Meat Loaf,Nowhere Fast,Nowhere Fast,complainer,,172,
2ec10c08-268c-4dde-a028-f009dba2390b,U2 (band),U2,Vertigo,Vertigo,defendant,,172,
e0625845-47b6-4967-ae55-ee21007dae19,Victor Velez,Mario del Río con el Mariachi Corona de David Lopez,Hasta Hoy,Hasta hoy,complainer,,171,
662917a8-be84-451a-a9d2-2146170dbab2,Victor Manuelle,Víctor Manuelle,Tengo Ganas,Tengo ganas,defendant,,171,
cc900a45-a623-4c19-b175-a631eafbed98,Ralph Vargas and Bland-Ricky Roberts,Ralph & Ricky Skaggs,Aparthenonia,The First Step to Heaven,complainer,,170,
05d566f6-d9e5-4325-acd7-5b3ef9b9508e,Brian Transeau,Carlos Bess,Bust Dat Groove Without Ride,Bust Dat Groove (w/ ride),defendant,,170,
e9d1f682-50c8-4021-b7d4-80fcfa0d7ea4,Lo,Roger Nichols Trio,Lianshang Love Song,"Love Song, Love Song",complainer,,169,
e1229022-438f-49f2-98f4-1b3b119021d4,Hu,Finn & Haddie,Bye Bye My Lover!,Good-Bye My Lover Good-Bye,defendant,,169,
f4d16748-1440-4d76-a96c-14086d490d2f,Luther Campbell,Luther Campbell,It's Your Birthday,Take It Off (album version),complainer,,168,
d212670d-0812-40fa-b65f-1c9937992270,"Curtis James Jackson aka ""50 Cent""",50 Cent,In Da Club,In da Club,defendant,,168,
9ed37b93-b3f8-4f81-8fd5-e4788a2e3088,"Robert Jones, et al.",Al Simmons,Singing in the Morning,Singing in the Bathtub,complainer,,167,
b1c3afc0-0de1-467d-bb15-8a3ac41bbcac,Christopher Wallace,Chris Wallace,Ready to Die,Ready to Fall,defendant,,167,
7cae4d33-c48f-4d40-a4b7-73473fb314b0,Jennifer Armour,Michael Hurley,Got a Little Bit of Love for You,A Little Bit of Love for You,complainer,,166,
b6a4c8c3-dade-4c52-8011-037fd1fc469d,Beyoncé Knowles,Beyoncé,Baby Boy,Baby Boy,defendant,,166,
36ec00df-2dbc-47f0-9f93-b681d950d585,Bradley Tilford,Tilford,Still Tippin',"Dylan Loves Happiness, Tap Dance, and South Dakota",complainer,,165,
922411c1-6fb4-492e-aae3-fe6fa0764d90,"Michael Jones, et al.",Mike Jones,Still Tippin',Still Tippin’,defendant,,165,
0f525747-8cb0-4ba1-bc65-693c47d71ea4,"Carl Boone (""Trajik"")",8Ball feat. Carl Thomas,Holla Back,Holla Back,complainer,,164,
1444cf8a-7f6f-4c1b-8072-8b2391387127,"John Jackson (""Fabolous"")",Fabolous,Young 'N,Young 'n (Holla Back),defendant,,164,
72083ac0-9e4d-4f93-8ac0-145f3e7dc9cd,Sergio Endrigo,Sergio Endrigo,Nelle mie notti,Nelle mie notti,complainer,,163,
74fa1c97-3b8d-450e-bf6b-046408cab70e,Luis Bacalov,Luis Bacalov,Il Postino,Il Postino,defendant,,163,
53987440-6a19-4975-b8bf-c21ddc2e2a4b,Yong Wang,Wang Changcun,Send My Comrade to Beijing,20161209_live_at_beijing,complainer,,162,
81ac36e2-bcfa-4e2a-ab77-a25af632dda9,Zhengben Zhu,雷強,Farewell to the Red Army,Farewell Red Army,defendant,,162,
05d566f6-d9e5-4325-acd7-5b3ef9b9508e,Ralph Vargas and Bland-Ricky Roberts,Carlos Bess,Bust Dat Groove Without Ride,Bust Dat Groove (w/ ride),complainer,,161,
f130cf83-c8bb-443b-a6d6-0959f612f95a,"Brian Transeau, et al.",Brian Transeau,Advertisement for Celebrex,Relativity (Deep Dish remix),defendant,,161,
b5eec9a6-c17c-4524-b1e7-1ed3cb86400d,"Jerome Temple (""Jubilee"")",DJ Jubilee,Back That Ass Up,Back That Ass Up,complainer,,160,
e16f185d-ac03-4af5-8fc0-e0372ee99504,"Terius Gray (""Juvenile"")",Juvenile,Back That Azz Up,Back That Azz Up,defendant,,160,
c5da9b12-1f99-4eab-b492-5a43953e6893,Calvin R. Johnson,Ella Johnson,You’re the One (For Me),You're the One for Me,complainer,,159,
2cc4e969-e37a-4190-bb32-adb8a7bff6ca,"Allen Gordon Jr., et al.","Rex Allen, Jr.",You’re the One,You're the Only One I'll Ever Love,defendant,,159,
5dfe369b-5421-492c-9bba-5681453b5359,Tia Griffin,Patty Griffin,Heart of Gold,House of Gold,complainer,,158,
d4bc53e1-fd6c-4e99-94be-74c764c226d0,"Richard Marx, Luther Vandross",Luther Vandross,Dance With My Father,Dance With My Father,defendant,,158,
7692d439-0492-43f3-81e5-46e89fa8ca19,Elizabeth Coffey,Dennis Coffey,Forever After,Our Love Goes on Forever,complainer,,157,
a119586a-9f13-4a2a-aaa4-6d2c117e4767,Patrick Leonard & Madonna Ciccone,Madonna,Nothing Really Mattters,Nothing Really Matters,defendant,,157,
7f9ed647-376e-4494-95a1-4047ea17c4b6,George Clinton,George Clinton and the P-Funk All Stars,Get Off Your Ass and Jam,Get Off Your Ass & Jam (:58),complainer,,156,
e85c576e-ba40-476c-bbe8-a293c409a188,"Eric Wright, et al.",Din-ST,100 Miles and Runnin',100 Miles and Runnin,defendant,,156,
5b05cbcc-9d91-4ba5-b98f-c595f77da3a9,"Ramid Brown, et al.",$tupid Young,Straight Like That,Straight Like That,complainer,,155,
d00f4d21-4870-40af-bb10-8e07291aaf67,Christopher Bridges,Sigrid,Stand Up,"Burning Bridges (up close, acoustic)",defendant,,155,
3d955493-0b42-462d-a9d9-e68f3cdeb468,Demme Ulloa,Out Hud,Brief countermelody to defendant's song,Defendant's Song,complainer,,154,
bd209d60-52da-4956-b7ee-d006e2bd9da6,Shawn Carter,Jay‐Z,Izzo (H.O.V.A.),Izzo (h.o.v.a.),defendant,,154,
12600e4d-65cd-4c01-bcc6-a3ba8ff4f023,Soloman Ntsele [p/k/a/ Linda],Solomon Linda’s Original Evening Birds,Mbube,Mbube,complainer,,153,
9c126f83-611d-40bb-ac4e-1f164c18dfc5,"Pete Seger et al. (From Disney's 1997 Broadway musical ""The Lion King"")",Lion L. Richie,The Lion Sleeps Tonight,The Lion Sleeps Tonight,defendant,,153,
22f6ed13-64dc-43d6-bd3b-1c512bb227ae,Seth Swirsky and Warryn Campbell,Seth Swirsky,One of Those Love Songs,It's Still Love,complainer,,152,
c2aeffa1-db5a-4adf-832c-a88cdd7af0dd,Mariah Carey,98° feat. Mariah Carey,Thank God I Found You,Thank God I Found You,defendant,,152,
952af1ab-7ed9-4d06-a803-add49c3e9193,Apollo Inc.,Jeff Wahl,When the Sun Rises,When the Sun Rises,complainer,,151,
d85b9875-a1af-4878-9664-5fb901a52c74,Coca-Cola (China) Inc.,Coca‐Cola,Sunrise,Always (DJ Tatana remix),defendant,,151,
f833fca3-0e0a-45cd-b54d-a3997c9d010b,Asei Kobayashi,SWIM SWEET UNDER SHALLOW,Dokomademo Ikou [Let's Go Anywhere],dokomademo,complainer,,150,
7e2adfbf-d5c9-412f-9a30-87d27c59ffe2,Katsuhisa Hattori,P.N.A.T.S.H.,Kinenju [Memorial Tree],Jack Smith Memorial Christmas Tree,defendant,,150,
b9cef55e-5185-4cf9-be1d-bb7cf6743e9d,"Mehmet Ergin, Christoph Lienemann",Big Jay und die GPÖ,Jingle of German bank: “Wenn’s ums Geld geht-Sparkasse”,Geht ums Geld,complainer,,149,
81535c9c-c828-4239-a2ae-153ffe32c72e,[Unknown Composer],[unknown],Wouldn't It Be Good,Wouldn't It Be Nice,defendant,,149,
8de682a5-bf9a-477b-98b8-61c8a617633d,John L. Jorgensen,The Three Degrees,Long Lost Lover,Long Lost Lover,complainer,,148,
ab242f11-e5d0-42c4-8c99-a3f3d89b5c77,"James Horner, Will Jennings, Chris Lindsey, Aimee Mayo and Marv Green",James Horner & Will Jennings,"My Heart Will Go On, Amazed",My Heart Will Go On,defendant,,148,
49f8944b-1a01-473d-b265-3f7e4ddf083e,"Edward ""Kid"" Ory",Kid Ory,Muskrat Ramble,Muskrat Ramble,complainer,,147,
48c6bf42-14b0-43c7-a787-5073c5fe082e,Joe McDonald,Country Joe McDonald,I Feel Like I'm Fixin' to  Die Rag,I Feel Like I’m Fixin’ to Die Rag,defendant,,147,
bc87b33e-0352-48a5-85cd-0149a5f2b117,James W. Newton,James Newton,Choir,Choir,complainer,,146,
a374fcaf-844f-4bf9-9356-2680b513a34e,"Adam Yauch, et al.",Adam Yauch,Pass the Mic,Sound Bite by Adam Yauch of the Beastie Boys,defendant,,146,
396df7d2-81bc-4753-8b3a-43cb77f3692c,Michael Cottrill and Lawrence Wnukowski,Rick Kemp feat. Andrew 'Spud' Sinclair & Michael Chapman,What You See is What You Get,What You See Is What You Get,complainer,,145,
87008276-7e58-42c3-8164-2aa4e9e4a49c,"Jorgen Elufsson, David Kreuger, Per Magnusson, Rami Yacoub",Xzibit,"What U See is What U Get, Can't Make You Love Me",What U See Is What U Get,defendant,,145,
8c97f0e7-0cad-4346-89d3-ae42c3445e1c,WEH,Weh!?,Heartbeat,Jaws,complainer,,144,
596897c0-b4e7-4a00-b710-5666ccf2e13f,Sophie Ellis-Bextor,Sophie Ellis‐Bextor,Get Over You,Get Over You,defendant,,144,
671e0bb0-6595-4cfc-86ee-acaf63a5e76f,Stephan Malmstedt,Stephan Malmstedt,Jenny and I,The Red Light,complainer,,143,
836ed3c1-b078-4e81-a2d8-13105217ae17,Per Gessle,Per Gessle,Sleeping in my Car,Sleeping in My Car,defendant,,143,
83040247-3a41-4ca8-924a-98be99eea44a,"Leo Nocentelli, et al.",Leo Nocentelli,Hand Clapping Song,Your Song,complainer,,142,
98c97906-2efe-4942-ae7b-b16317a58f9f,Nel Wyclef Jean and Jerry Duplessis,Whitney Houston feat. Wyclef Jean,My Love is Your Love,My Love Is Your Love (Remix),defendant,,142,
8b3c7613-1343-430e-a3ad-ad6ebae9aa47,Marianne Creagh,Marianne Nowottny,Where are You Now,Where You Are,complainer,,141,
d415dd5b-ff3a-4f70-aebf-0e1b8c8b858a,"Simon Stirling, et al.",Al Hibbler,Where are You,Where Are You?,defendant,,141,
6e6d3e04-12df-418a-8e4b-e52ac19a932e,Paula Toliver,Ryan Baine,Independent Lady,Independent Lady,complainer,,140,
5f5c6e51-632a-4b2b-8650-9bbb98067b03,Destiny's Child,Destiny’s Child,Independent Women,Independent Women,defendant,,140,
2f754617-70ae-4225-9d13-215862cec169,Chuck Berry and Johnnie Johnson,Chuck Berry,Wee Wee Hours,Wee Wee Hours,complainer,,139,
a571b3b9-ca78-48ed-addb-67994e479b7f,,Nan Elmoth,,Nan Elmoth,defendant,,139,
d2195502-4db7-46bd-9616-bcf78558a62b,Marlon Williams,sir john barbirolli,The Symphony,vaughan-williams 8th symphony toccato,complainer,,138,
191321aa-fa17-4a58-866c-179c62aec700,Calvin Broadus,Calvin Richardson,Ghetto Symphony,Disrespectful Ghetto,defendant,,138,
6e14e66a-a9bb-4c2e-b29d-faa0744ef8e3,Albano Carrisi,Al Bano & Romina Power,I cigni di Balaka,Cigni di Balaka,complainer,,137,
f29399bd-1c39-4d00-b6a8-744070d35576,Michael Jackson,Michael Jackson,Will You be There?,Will You Be There (Michael Jackson's Vision),defendant,,137,
a29a3515-c220-4a68-ae9d-e35256c18680,Astrud Gilberto,Astrud Gilberto,Girl from Ipenama,Girl From Ipanema,complainer,,136,
de157c14-21fa-4d5b-8250-71f382708bbf,Frito-Lay Corp.,Bootychaaain,Frito-Lay TV ad,Frito Lay,defendant,,136,
8c3b2197-d29a-4d5f-b2a4-4bb9b9f72ef7,Matthew Cooper,Outside,The Lower we Fly,The Lower We Fly,complainer,,135,
f1951100-098f-4a92-b0c6-16d73ffc736d,Ogilvy & Mather,Maps & Transit,"""Pond's Nutrivits"" ads",Ponds,defendant,,135,
c2366706-91ee-45ce-a0cc-4b17d8dddfe6,,GaBLé,Various pop songs in SACEM catalog,Sacem,complainer,,134,
54fe5b43-eea3-4416-b7d9-158275a48ddd,,2050Millions,Mashups of various songs in SACEM catalog,Sacem,defendant,,134,
7d818fcb-6374-4948-9f1d-f54fea4ee58f,Michael Tisi,Barely Heroes,Sell Your Soul,Sell Your Soul,complainer,,133,
