valid,link,case_id,song1_artist,song1_title,song1_evidence,song2_artist,song2_title,song2_evidence,pair_evidence,is_melodic_comparison,melodic_evidence,was_case_won,case_won_evidence
,https://blogs.law.gwu.edu/mcir/case/zz-top-v-chrysler-corp/,129,ZZ Top,La Grange,"Plaintiffs assert, without contradiction, that defendant Chrysler Corporation copied and used parts of plaintiffsa song, La Grange.",ZZ Top,Promotional video for Plymouth Prowler,"used parts of plaintiffsa song, La Grange, as the soundtrack to its promotional video for the new Plymouth Prowler.","Siding with the plaintiff ZZ Top in this case against Chrysler, Judge Lasnik based his decision.",TRUE,"The similarities between the two works extend beyond the guitar riff that ZZ Top, in turn, had copied.",TRUE,"Thus, plaintiffsa motion for partial summary judgment is GRANTED and defendant is liable for infringing plaintiffas valid copyright."
,https://blogs.law.gwu.edu/mcir/case/luca-anzilotti-et-al-v-ralf-hildenbeutel-et-al/,130,Snap!,Green Grass Grows,"Anzilottias aGreen Grass Grows,a",Cygnus X,Superstring,"Hildenbeutel's work, 'Superstring.'",claimed plaintiffs Luca Anzilotti ... had infringed the copyright of their electronic sound work aSuperstringa,TRUE,The expression at issue is a five-note motif ala-ti-do-la-sola,TRUE,The Munich Regional Court determined the contested musical expression was not eligible for copyright protection.
,https://blogs.law.gwu.edu/mcir/case/armstrong-v-virgin-records/,131,George Michael,Planetary Citizen,"The sampled snippet in question is the 'Hey, hey, hey' opening cry recorded by John McLaughlin on the plaintiff's recording of 'Planetary Citizen' (1978).",Massive Attack,Unfinished Sympathy,Massive Attack's recording of 'Unfinished Sympathy',The sampled bit occurs in the same overall location in the introduction to the defendants' song.,FALSE,,FALSE,"Other than granting the Virgin/Island and EMI Group Defendantsa request to dismiss Armstrongas Lanham Act claim, the Court denies the motions in all respects."
,https://blogs.law.gwu.edu/mcir/case/tisi-v-patrick/,133,Michael Tisi,Sell Your Soul,"Plaintiff Michael Tisi ('Tisi'), a songwriter and the composer of a copyrighted but unpublished musical composition entitled 'Sell Your Soul' ('SYS').",Filter,Take A Picture,"TAP was commercially released on August 24, 1999, and was promoted as a single.","Plaintiff Michael Tisi ('Tisi'), a songwriter and the composer of 'Sell Your Soul' ('SYS'), sought to enjoin the defendants from distributing 'Take A Picture.'",TRUE,"As mentioned, the melody in TAP does not share any notable similarities with the melody in SYS.",FALSE,Defendants' motion for summary judgment dismissing the complaint is granted.
,https://blogs.law.gwu.edu/mcir/case/cooper-v-ogilvy-mather-et-al/,135,Matthew Cooper,The Lower we Fly,"Muelleras work infringed upon Matthew Cooperas song,",Christophe Mueller,Pond's Nutrivits ad music,music Christophe Mueller prepared for the Pondas advertisement,the court readily accepted the opinion of the late Claude Pascal... that Muelleras work infringed upon Matthew Cooperas song,TRUE,"the court readily accepted the opinion of the late Claude Pascal, its designated musical expert... the disputed musical expression",TRUE,"the court did award plaintiffs Warner Chappell and Cooper, a total of 100,000 francs, for which defendants Mueller and Bandits were responsible"
,https://blogs.law.gwu.edu/mcir/case/oliviera-v-frito-lay-et-al/,136,Astrud Gilberto,Girl from Ipanema,Gilberto recorded aIpanemaa accompanied by Stan Getz.,Frito-Lay,Frito-Lay TV ad,The ad shows several famous models reclining by a swimming pool. The 1964 Recording of Ipanema plays in the background.,"defendants infringed her trademark rights under...the Lanham Act, by using a famous 1964 recording of Gilberto singing aThe Girl from Ipanemaa in a television commercial",FALSE,,FALSE,The dismissal of Gilbertoas Lanham Act claim is affirmed.
,https://blogs.law.gwu.edu/mcir/case/albano-carrisi-v-michael-jackson/,137,Albano Carrisi,I cigni di Balaka,"Al Bano (Albano Carrisi) and the late, erstwhile, 'King of Pop,' Michael Jackson.",Michael Jackson,Will You Be There,"Jackson had copied Carrisi's song, ordered Sony to cease distribution of Jackson's song in Italy.",In the first judgment in this dispute the Rome court of first instance determined Jackson had copied Carrisi's song.,TRUE,Rome court of first instance determined Jackson had copied Carrisi's song.,FALSE,The Rome appeals court overturned the judgment of the initial court of first instance.
,https://blogs.law.gwu.edu/mcir/case/marlon-williams-v-calvin-broadus/,138,Marley Marl,The Symphony,"Marlon Williams, known as Marley Marl, ""The Symphony""",Snoop Dogg,Ghetto Symphony,"Calvin Broadus, better known as Snoop Dogg, ""Ghetto Symphony.""","The songs in contention are Williamsa aThe Symphonya and Broadusa song, aGhetto Symphony.a",TRUE,Defendants concede that aGhetto Symphonya used some of the lyrics and music of aThe Symphony.a,TRUE,defendantsa motion for summary judgment is denied.
,https://blogs.law.gwu.edu/mcir/case/toliver-v-sony-music/,140,Paula Toliver,Independent Lady,,Destiny's Child,Independent Women,,,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/creagh-v-hit-and-run-music/,141,Marianne Cray,Where Are You Now,composed and owned the musical and literary copyright subsisting in a song called 'Where Are You Now.',Imaani,Where Are You,"first heard 'Where Are You,' sung by the female pop artist professionally known as 'Imaani,'","Plaintiff claimed that Defendant, Hit & Run Music Publishing Limited, infringed these rights, after hearing what she took to be the chorus of her song in another song called 'Where Are You.'",TRUE,the melodic notes of the hook lines; the melodies of the songs,FALSE,the court held that the similarities relied upon did not amount to a substantial part of the musical and literary work embodied in 'Where Are You Now.'
,https://blogs.law.gwu.edu/mcir/case/jean-et-al-v-bug-music/,142,The Meters,Hand Clapping Song,HCS is a funk song laced with percussion and strong guitar sounds.,Whitney Houston,My Love is Your Love,My Love is a recent hit song performed by Whitney Houston.,The main issue is whether there was improper appropriation.,TRUE,The melodic sequence that is identical in both songs and accompanies the lyrics aclap your hands.a,FALSE,"Plaintiffsa motion for summary judgment is granted; no reasonable fact finder could conclude that My Love was copied, even in part, from HCS."
,https://blogs.law.gwu.edu/mcir/case/malmstedt-v-emi-records/,143,Stephan Malmstedt,Jenny and I,"Claimant alleged that a pop song called aSleeping in My Car,a composed by the second Defendant, Per Gessle...infringed his musical copyright in an earlier work called aJenny and I.a",Per Gessle,Sleeping in My Car,"Claimant alleged that a pop song called aSleeping in My Car,a composed by the second Defendant, Per Gessle...infringed his musical copyright in an earlier work called aJenny and I.a",Claimant concluded that the chorus from aJenny and Ia had been copied.,TRUE,similarities in musical phrases were not unusual in this style of music,FALSE,"the court found, on a clear balance of probabilities, that there was no copying and that what was alleged to have been copied was not substantial."
,https://blogs.law.gwu.edu/mcir/case/weh-v-universal-music-publishing-2/,144,WEH,Heartbeat,complaining_work: Heartbeat,Sophie Ellis-Bextor,Get Over You,defending_work: Get Over You,HEARTBEAT vs. GET OVER YOU,TRUE,HEARTBEAT used as a basis for melody,TRUE,Court decided in favor of WEH.
,https://blogs.law.gwu.edu/mcir/case/cottrill-v-spears/,145,Michael Cottrill and Lawrence Wnukowski,What You See is What You Get,Plaintiffs' action involves the copyright for one such song entitled 'What You See Is What You Get'.,Britney Spears,What U See is What U Get,Defendants' song 'What U See Is What U Get' on Britney Spears's 'Oops I Did It Again' album.,Plaintiffs asserted that the music of Defendants' 'What U See Is What You Get' was copied from Plaintiffs' copyrighted work.,TRUE,Plaintiffs can't show that the two songs are substantially or strikingly similar.,FALSE,The court granted a summary judgment in favor of the defendant (Britney Spears et al.).
,https://blogs.law.gwu.edu/mcir/case/newton-v-diamond/,146,James W. Newton,Choir,performed and recorded aChoira and licensed all rights in the sound recording to ECM Records for $5000.,Beastie Boys,Pass the Mic,Beastie Boys obtained a license from ECM Records to use portions of the sound recording of aChoira,"The particular sample in this case consists of a six-second, three-note segment.",TRUE,"The notes in question a C a D flat a C, over a held C note.",FALSE,We affirm on the ground that Beastie Boys' use was de minimis and therefore not actionable.
,https://blogs.law.gwu.edu/mcir/case/ory-v-country-joe-mcdonald/,147,Kid Ory,Muskrat Ramble,Kid Ory wrote a Dixieland jazz melody titled 'Muskrat Ramble' in 1921.,Country Joe McDonald,I Feel Like I'm Fixin' to Die Rag,"Plaintiff alleges that a song written by McDonald in 1965, 'I Feel Like I'm Fixin' to Die Rag,' infringes 'Muskrat Ramble.'",It is obvious from hearing recordings of the two numbers that the defendant was influenced by 'Muskrat Ramble.',TRUE,"The opening 'one, two, threea' of 'Fixina to Die' is lifted directly from the little sequence of 'Muskrat.'",FALSE,...awarding the defendant not only summary judgment but attorneysa fees as well.
,https://blogs.law.gwu.edu/mcir/case/jorgensen-v-epicsony-records/,148,John L. Jorgensen,Long Lost Lover,"Jorgensen, a musician and songwriter, wrote and copyrighted a song entitled AAALong Lost LoverAAA",Celine Dion,My Heart Will Go On,"AAAHeart,AAA was the Academy Award-winning theme song for the 1997 blockbuster movie Titanic.",Jorgensen claims has been infringed upon by the songs AAAMy Heart Will Go OnAAA,FALSE,Neither of the defending songs is musically or verbally similar to the plaintiffAAAs.,FALSE,granting the defendantsAAA motion for summary judgment and dismissing JorgensenAAAs copyright infringement case in its entirety.
,https://blogs.law.gwu.edu/mcir/case/jorgensen-v-epicsony-records/,148,John L. Jorgensen,Long Lost Lover,"Jorgensen, a musician and songwriter, wrote and copyrighted a song entitled AAALong Lost LoverAAA",Lonestar,Amazed,"AAAAmazed,AAA a song written by Chris Lindsey, Aimee Mayo and Marv Green, was recorded by the country music group Lonestar",Jorgensen claims has been infringed upon by the songs... AAAAmazedAAA,FALSE,Neither of the defending songs is musically or verbally similar to the plaintiffAAAs.,FALSE,granting the defendantsAAA motion for summary judgment and dismissing JorgensenAAAs copyright infringement case in its entirety.
,https://blogs.law.gwu.edu/mcir/case/in-re-ergin/,149,"Mehmet Ergin, Christoph Lienemann",Jingle of German bank: aWennas ums Geld geht-Sparkassea,complaining_work: Jingle of German bank: aWennas ums Geld geht-Sparkassea,Nik Kershaw,Wouldn't It Be Good,defending_work: Wouldn't It Be Good,,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/kobayashi-v-hatorri/,150,Asei Kobayashi,Let's Go Anywhere,"Plaintiffs, the copyright owners of the complaining song alleged that the commercial song has been so popular for years.",Katsuhisa Hattori,Memorial Tree,"Infringement of a popular TV commercial song, aLetas Go Anywherea by a TV show theme song, aKinenju.a",Comparative analysis by the Tokyo High Court rendered a 28-page opinion comparing them.,TRUE,"Comparing the melodies, 92 out of 128 notes (about 72%) of the melody of the defending song were the same.",TRUE,The Tokyo High Court found infringement.
,https://blogs.law.gwu.edu/mcir/case/apollo-inc-v-coca-cola-china-inc/,151,Apollo Inc.,When the Sun Rises,"Apollo is a supplement drinks manufacturer headquartered in the Province of Canton, China. It owns its theme song 'When the Sun Rises' (1999).",Coca-Cola,Sunrise,Cokeas theme song-'Sunrise'-used for its commercial campaign of Sprit,Apollo claimed that Cokeas theme song-'Sunrise'-used for its commercial campaign of Sprit was strikingly similar to Apolloas theme song 'When the Sun Rises.',TRUE,The analysis determined that both lyrics and music of Cokeas 'Sunrise' was substantially similar to Apolloas 'When the Sun Rises.,TRUE,"The court adopted the expertsa reports, and found Coke had infringed Apolloas copyrights, and granted plaintiffs a permanent injunction."
,https://blogs.law.gwu.edu/mcir/case/swirsky-v-carey/,152,Xscape,One of Those Love Songs,One was recorded by the musical group Xscape and released in May 1998 on Xscapeas album 'Traces of My Lipstick.',Mariah Carey,Thank God I Found You,"Thank God was composed by defendants Carey, James Harris III, and Terry Lewis in 1999 and was released on Careyas album 'Rainbow.'",This case concerns the alleged similarity between the choruses of two popular and contemporary rhythm and blues songs.,TRUE,Dr. Walser opined that the two songs had substantially similar choruses.,FALSE,The district court granted summary judgment to Carey.
,https://blogs.law.gwu.edu/mcir/case/sample-griesel-v-disney-inc/,153,Solomon Linda,Mbube,"In 1939, a South African migrant worker and entertainer named Solomon Linda wrote and recorded 'Mbube'.",Pete Seeger and others,The Lion Sleeps Tonight,established Solomon Linda as co-author of 'The Lion Sleeps Tonight',Linda's estate initiated litigation...entitled Linda's descendants to past and future royalties.,TRUE,Linda as co-author of 'The Lion Sleeps Tonight' anytime it is performed.,TRUE,the parties reached a settlement that permanently established Solomon Linda as co-author...entitled Lindaas descendants to past and future royalties.
,https://blogs.law.gwu.edu/mcir/case/ulloa-v-universal/,154,Demme Ulloa,Countermelody to 'Izzo',The Vocal Phrase was derived from the Instrumental Phrase.,Jay-Z,Izzo (H.O.V.A.),"Shawn Carter, aka 'Jay Z,' chants the words of 'Izzo' over a sampled clip.",Plaintiff created the Vocal Phrase as a 'counter-melody' to the Instrumental Phrase.,TRUE,Court declines to find that a countermelody is unoriginal as a matter of law.,FALSE,Plaintiffas cross motion for partial summary judgment is denied.
,https://blogs.law.gwu.edu/mcir/case/bms-entertainment-v-bridges/,155,It's Only Family,Straight Like That,"Plaintiffs Ramid Brown, Theodore Green, Ronique Thomas, and Aldeen Wilson are members of a Newark-based rap group that records and performs under the name It's Only Family.",Ludacris,Stand Up,"Defendants include... artist Christopher Bridges, who records and performs under the name Ludacris.",Plaintiffs allege that their copyright in 'Straight Like That' was infringed by the defendantsa composition 'Stand Up'.,TRUE,"both 'Straight Like That' and 'Stand Up' utilize a three-note rhythmic pattern comprised of an eighth note, quarter note, and eighth note accompanying the respective lyrics 'straight like that' and 'just like that.'",FALSE,On June 1st the jury swiftly reached a verdict in favor of Bridges.
,https://blogs.law.gwu.edu/mcir/case/bridgeport-music-v-dimension-films-et-al/,156,Funkadelic,Get Off Your Ass and Jam,The recording 'Get Off' opens with a three-note combination solo guitar 'riff'.,N.W.A,100 Miles and Runnin',The recording '100 Miles' contains a sample from that guitar solo.,This action arises out of the use of a sample from the composition and sound recording 'Get Off Your Ass and Jam' in the rap song '100 Miles and Runnin'.',TRUE,The court emphasized the originality and creativity of the arpeggiated chord in the 'Get Off' sound recording.,TRUE,Our answer to that question is in the negative.
,https://blogs.law.gwu.edu/mcir/case/coffey-v-warnerchappell-music/,157,Elizabeth Coffey,Forever After,,Madonna,Nothing Really Matters,,,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/griffin-v-j-records/,158,Tia Griffin,Heart of Gold,Plaintiff states that 'Heart of Gold' contains a distinctive seven-notes rising and cascading lyrical melody.,Luther Vandross and Richard Marx,Dance With My Father,"Defendants Vandross and Marx claim to have written the allegedly infringing song at issue, 'Dance With My Father'.",Plaintiff's only claim is that a seven-note sequence contained in the 'Dance' musical composition...is similar to a portion of a musical phrase contained in the 'Heart of Gold' musical composition.,TRUE,Plaintiff states that this recapitulating sequence or musical line is played at an Andante tempo and arranged with an upper register string orchestration.,FALSE,"IT IS ORDERED that Defendantsa motion for summary judgment, Ct. Rec. 44, filed October 11, 2005 is GRANTED and judgment is awarded to Defendants on the claims for federal copyright infringement liability."
,https://blogs.law.gwu.edu/mcir/case/johnson-v-gordon/,159,Calvin R. Johnson,You're the One (For Me),plaintiff composed two versions of the song 'Youare the One (For Me)',SWV,You're the One,SWV then reworked it with the assistance of other defendants to create 'Youare the One.',plaintiff claims that a bevy of defendants unlawfully copied parts of his musical composition 'Youare the One (For Me)',TRUE,court rejected the allegation of copying noting that the similarity between the two melodies was too attenuated,FALSE,"conclude that his copyright infringement claim fails as a matter of law. It follows that the district court, which granted summary judgment for the defendants, called the proper tune. Affirmed."
,https://blogs.law.gwu.edu/mcir/case/positive-black-talk-v-cash-money-records/,160,Jubilee,Back That Ass Up,"Jubilee, he recorded his song in November 1997 and entitled it Back That Ass Up.",Juvenile,Back That Azz Up,Juvenile recorded his song and entitled it Back That Azz Up.,both works contain the poetic four-word phrase aback that ass upa (or is it aazza?),FALSE,,FALSE,district court entered judgment in accordance with the verdict in favor of the defendants on all of Positive Black Talkas claims
,https://blogs.law.gwu.edu/mcir/case/vargas-v-pfizer/,161,Ralph Vargas and Bland-Ricky Roberts,Bust Dat Groove Without Ride,Plaintiffs assert copyright infringement of their sound recording rights in Bust Dat Groove.,Advertisement for Celebrex,Unnamed composition in the ad,Plaintiffs allege that Pfizer's national advertising campaign ... uses key musical themes from their musical composition and sound recording titled 'Bust Dat Groove Without Ride'.,Plaintiffs allege that Pfizer's national advertising campaign for its Celebrex product uses key musical themes from their musical composition.,FALSE,Courts have ... focused almost exclusively on melodic similarity ... and given little weight ... to harmonic or rhythmic resemblances.,FALSE,Defendants' motion for summary judgment is denied.
,https://blogs.law.gwu.edu/mcir/case/yong-wang-v-zhengben-zhu/,162,Yong Wang,Send My Comrade to Beijing,"1959, Plaintiff wrote the song 'Send My Comrades to Beijing'",Zhengben Zhu,Farewell to the Red Army,Zhu wrote his music piece 'Farewell to the Red Army',"Plaintiff's work, Defendant's work, and the folk song 'Long,' by comparing the songs section by section.",TRUE,"The melody of the song mostly imitated a well-known folk song at the time, 'Long'",FALSE,"Therefore, the courts did not find any infringement by Defendant, and dismissed Plaintiffas claim."
,https://blogs.law.gwu.edu/mcir/case/bacalov-v-enrigo/,163,Sergio Endrigo,Nelle mie notti,"Endrigoas infringement allegation centered on the melodic similarity, virtual identity, he claimed, between the first four measures of the principal melody of his song",Luis Bacalov,Il Postino,Luis Bacalov won an Academy Award for his score for the 1994 movie Il Postino (1994),"Endrigoas infringement allegation centered on the melodic similarity, virtual identity, he claimed, between the first four measures of the principal melody of his song and Bacalovas work.",TRUE,"melodic similarity, virtual identity, he claimed, between the first four measures of the principal melody of his song",TRUE,The court of appeals reversed the lower courtas decision.
,https://blogs.law.gwu.edu/mcir/case/boone-v-jackson/,164,Trajik,Holla Back,"The phrase 'holla back' in the hook, or chorus, of the song.",Fabolous,Young 'N,[Different] lyrics; [different] rhythmic constructions are different in that Holla Back varies the beat,'Holla Back' and 'Young N' viewed in the light most favorable to plaintiff.,TRUE,"eighth-note, eighth-note, quarter-note syncopation and its instrumentation; call and response element.",FALSE,"judgment for defendants, the Circuit Court throws the plaintiff an economically worthless bone"
,https://blogs.law.gwu.edu/mcir/case/armour-v-knowles/,166,Jennifer Armour,Got a Little Bit of Love for You,"Jennifer Armour...composed a demo tape...included an instrumental version of her song, aGot a Little Bit of Love for Youa.",BeyoncA,Baby Boy,"On February 12, 2003, Armour registered a copyright of...her song...On May 1, 2006, she registered...an instrumental version.","Armour claims she had a valid copyright to aLittle Bit of Love,a that BeyoncA copied parts of aLittle Bit of Lovea in creating aBaby Boy.a",TRUE,Armour principally claims BeyoncA copied portions of the melody of the two-bar ahook.a,FALSE,"Armour cannot prove BeyoncA had access to Armouras demo tape before composing the allegedly infringing elements of her own song, so we affirm the summary judgment."
,https://blogs.law.gwu.edu/mcir/case/bridgeport-music-v-combs/,167,Ohio Players,Singing in the Morning,"Bridgeport Music, Inc. owned the copyright to the musical composition 'Singing in the Morning,' and Westbound Records, Inc. owned the common-law copyright to...",Notorious B.I.G.,Ready to Die,"Defendant music publishers FN1 released the Notorious B.I.G. album Ready to Die, the title song of which contained an unlicensed sample of 'Singing in the Morning.'",'Ready to Die' infringed on Bridgeport's copyright to 'Singing in the Morning.',TRUE,Harvey then substituted a portion of the Ohio Players' song 'Singing in the Morning.',TRUE,A jury found in favor of plaintiffs and awarded compensatory and punitive damages.
,https://blogs.law.gwu.edu/mcir/case/lil-joe-wein-music-inc-v-jackson/,168,Luther Campbell,It's Your Birthday,"Campbell, professionally known as Luke, is the credited author of the song 'Its Your Birthday.'",50 Cent,In Da Club,"Curtis Jackson, p/k/a 50 Cent, is the recording artist of the song 'In Da Club.'",Plaintiff asserted that the defendants' rap song 'In Da Club' infringes on its copyright for its rap song 'Its Your Birthday.',FALSE,Rap songs have minimal melodic and harmonic material and contain... virtually no protectable original musical expression.,FALSE,"Plaintiff was unable to establish that the 'In Da Club' song is substantially similar to original, copyrightable aspects of 'Its Your Birthday.'"
,https://blogs.law.gwu.edu/mcir/case/people-v-hu/,169,Lo,Lianshang Love Song,,Hu,Bye Bye My Lover!,,,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/vargas-v-transeau/,170,Brian Transeau,Aparthenonia,Defendants' sound recording titled 'Aparthenonia',Ralph Vargas and Bland-Ricky Roberts,Bust Dat Groove Without Ride,Plaintiffs' musical composition and recording titled 'Bust Dat Groove Without Ride',"comprising one measure of percussion music looped 27 times. Vargas, 418 F. Supp. 2d at 370.",FALSE,"Aparthenonia is composed of a high-hat, snare drum, bass drum and ghost notes.",FALSE,"For the foregoing reasons, Defendantsa motion for summary judgment is granted and this action is dismissed."
,https://blogs.law.gwu.edu/mcir/case/velez-v-sony-discos/,171,Victor Velez,Hasta Hoy,"Plaintiffas 'evidence' of infringement, which the court reviews thoroughly:... melodic similarity.",Victor Manuelle,Tengo Ganas,The court diligently marshals evidence of Ferraraas bona fides.,(1) structural similarity based merely on the fact that both songs use 4- and 8-bar phrases in common time,TRUE,"the Opinion carefully compares the sequences of pitches in the melodies of the two songs, demonstrating that they are utterly dissimilar.",FALSE,"Velez sought reconsideration of Judge Castelas Order (below), which was denied in April 2007, concluding this unfortunate quarrel."
,https://blogs.law.gwu.edu/mcir/case/lester-v-u2/,172,Chris Lester,Nowhere Fast,"Chris Lester alleges that he composed, recorded, and registered his song aNowhere Fast.a",U2,Vertigo,U2 denied the allegations.,Lester alleges that U2 had access to and copied a substantial portion of the song in 'Vertigo.',TRUE,Lester alleges that U2 had access to and copied a substantial portion of the song,FALSE,The suit reached the final pre-trial conference but was dismissed with prejudice.
,https://blogs.law.gwu.edu/mcir/case/huang-nenghua-et-al-v-china-record-shanghai-co-ltd/,173,Xu Ruhui,The Mother as Slave (Arrangement),"Arrangements of Chinese Operas, including: The Mother as Slave",Yang Feifei,The Mother as Slave (Recording),"Recording of popular vocal numbers from Chinese Operas, including a portion of The Mother as Slave",Rough English language translation of Shanghai Intermediate PeopleAAAs Court Judgment: PDF,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/glover-v-austin/,174,Corey Glover,Make Up Your Mind,'Make Up Your Mind' was written for this sole purpose.,TLC,Unpretty,"defendantsa song aUnpretty,a which was commercially released in February 1999",Dr. Ferrara found that three of the four main harmonies in the songs were identical; their harmonic progressions were 'almost identical'.,TRUE,the melody in more than half of 'Unpretty' shared significant similarities with the chorus of 'Make Up Your Mind.',FALSE,the decision of the district court is VACATED AND REMANDED.
,https://blogs.law.gwu.edu/mcir/case/winter-v-moore-et-al/,175,Jud's Gallery,Nordrach,Plaintiffas protectable musical expression is represented in his audio recording.,Gary Moore,Still Got the Blues,"Gary Moore (British, like Harrison) was found liable in this dispute.",Gary Moore ... was found liable in this dispute based on the Courtas inference of his unconscious copying of the Plaintiffas guitar riff.,TRUE,the Courtas inference of his unconscious copying of the Plaintiffas guitar riff.,TRUE,Gary Moore ... was found liable in this dispute based on the Courtas inference.
,https://blogs.law.gwu.edu/mcir/case/ram-sampath-v-rakesh-roshan-ors/,176,Ram Sampath,The Thump,"The Plaintiff, Ram Sampath, is a composer who was engaged by Sony Ericsson to create the jingle 'The Thump' for their upcoming television advertising campaign.",Vishal Dadlani,Krazzy 4 (Remix),The melodic hook recurs throughout both the defending works 'Krazzy 4 (Remix)',The Defendantas movie 'KRAZZY 4' incorporated the main melodic hook from 'The Thump' in at least 2 songs.,TRUE,the melodic hook recurs throughout both the defending works 'Krazzy 4 (Remix)' and 'Break Free (Remix)',TRUE,Hon. Justice Karnik relies on the traditional 'lay person' standard for determining substantial similarity to find that the Defendants were liable for copyright infringement.
,https://blogs.law.gwu.edu/mcir/case/ram-sampath-v-rakesh-roshan-ors/,176,Ram Sampath,The Thump,"The Plaintiff, Ram Sampath, is a composer who was engaged by Sony Ericsson to create the jingle 'The Thump' for their upcoming television advertising campaign.",Vishal Dadlani,Breakfree (Remix),the melodic hook recurs throughout both the defending works 'Krazzy 4 (Remix)' and 'Break Free (Remix)',The Defendantas movie 'KRAZZY 4' incorporated the main melodic hook from 'The Thump' in at least 2 songs.,TRUE,the melodic hook recurs throughout both the defending works 'Krazzy 4 (Remix)' and 'Break Free (Remix)',TRUE,Hon. Justice Karnik relies on the traditional 'lay person' standard for determining substantial similarity to find that the Defendants were liable for copyright infringement.
,https://blogs.law.gwu.edu/mcir/case/brainard-v-vassar/,178,Dustin Evans,Good Ol' Days to Come,'a musical composition titled AAAGood OlAAA Days to Come.',Phil Vassar,Good Ole Days,"In September 2004, the accused song was released, by defendant BMG, on VassarAAAs AAAShaken, Not Stirred AAA album.","This case involves two country music songs, which both contain the optimistic notion that the AAAgood old daysAAA are actually yet to come.",TRUE,"given the undisputed, substantial differences between the songs in virtually every other relevant aspect, the plaintiffs would have to show remarkable identity between the choruses of the two songs in order to establish AAAsubstantial similarityAAA",FALSE,"the 'all defendants' motion for summary judgment will be granted, the remaining motions denied as moot, and this case will be dismissed."
,https://blogs.law.gwu.edu/mcir/case/samuel-steele-v-jon-bongiovi-et-al/,179,Samuel Steele,Man I Really Love This Team,the defendants copied the meaning of the lyrics of the plaintiffas song,Jon Bon Jovi,I Love This Town,"lyrics of another performer, Jon Bongiovi",defendants copied the meaning of the lyrics of the plaintiffas song in creating a video recording,FALSE,,FALSE,a sadly misguided pro se plaintiff A  la Ira Arnstein
,https://blogs.law.gwu.edu/mcir/case/bridgeport-music-inc-v-umg-recordings-inc/,180,George Clinton,Atomic Dog,"Witness testimony confirmed that ""Atomic Dog"" and other works by Clinton are among the most popular works sampled by rap and hip hop artists.",Public Announcement,D.O.G. In Me,"Public Announcement, an R & B and hip hop group, released the song aD.O.G. in Mea on their All Work, No Play album in 1998.","UMG has appealed the verdict, claiming that the jury was improperly instructed and that UMG was entitled to judgment in its favor as a matter of law on the question of asubstantial similarity.a",TRUE,"The amusicala bits in question were the spoken syllable abow,a the sound of arhythmica panting, use of the phrase aBow wow wow, yippie yo, yippie yea.a",TRUE,"The district court denied UMGas subsequent motion for a new trial and motion for judgment as a matter of law, and UMG appealed."
,https://blogs.law.gwu.edu/mcir/case/jones-v-blige/,181,Benevolence,Party Ainat Crunk,"The song alleged to have been infringed in this suit, aParty Ainat Crunk,a was recorded by an aspiring rap artist named Tim Acker, also known as aBenevolence.a",Mary J. Blige,Family Affair,"Plaintiffs-Appellants Leonard Jones and James E. White (collectively, aPlaintiffsa) sued Mary J. Blige, a singer...for copyright infringement. Plaintiffs claim that a song by Blige, aFamily Affair,a infringed a song created by Plaintiffs, aParty Ainat Crunk,","The district court granted summary judgment...finding that Plaintiffs could not show that those Defendants had access to Plaintiffsa song and that, in any case, Defendants had shown that they created aFamily Affaira independently.",TRUE,"In fact, the songs are musically similar insofar as they share an ongoing duple rhythmic tattoo and a mostly monotone vocal line that maps to it.",FALSE,We AFFIRM the district courtas grant of Defendantsa motion for summary judgment.
,https://blogs.law.gwu.edu/mcir/case/inplay-joe-satriani-v-christopher-martin-et-al-coldplay/,182,Joe Satriani,If I Could Fly,Joe Satriani and a number called AAAIf I could flyAAA,Coldplay,Viva la Vida,a very popular band (Coldplay) with an envy-provoking lucrative hit (AAAViva la vidaAAA).,Of course the melodies of the two songs sound somewhat alike.,TRUE,after paring the melodically similar portions of the two songs down to their musical essence,FALSE,New York Times (17 September 2009) reports that Joe Satriani has dropped his claim against Coldplay.
,https://blogs.law.gwu.edu/mcir/case/weh-v-universal-music-publishing/,183,WEH,Heartbeat,complaining_work: Heartbeat,Sophie Ellis-Bextor,Get Over You,defending_work: Get Over You,,FALSE,,FALSE,
,https://blogs.law.gwu.edu/mcir/case/currin-et-al-v-arista-records-inc-et-al/,184,David & Peter Currin,I'm Frontin',"Plaintiffs allege that the defendants, Arista Records Inc. and Sony BMG Music Entertainment, distributed a song that infringes the plaintiffsa copyright.",Pharrell Williams,Frontin',"The plaintiffs allege that a hit song issued by Pharrell Williams and The Neptunes, entitled Frontina, infringes their copyright.","They allege that a hit song issued by Pharrell Williams and The Neptunes, entitled Frontina, infringes their copyright.",FALSE,,FALSE,Judgment will enter in favor of the defendants. The Clerk may close the file.
