396,48,1956,Robertson v. Batten,"Song Ads, Inc.",Ad for San Francisco Brewing Company,defendant,Andrews Sisters,Rum and Coca-Cola,0.6
397,49,1956,Smith v. Muehlebach Brewing,Muehlebach Brewing,Time for Muehlebach,defendant,Unknown Artist,Time for Muehlebach,0.2
398,50,1956,Wihtol v. Wells,Kenneth H. Wells,My God and I,defendant,Don Cornell,My God and I,0.6
399,51,1958,Cholvin v. B & F Music,Kaczmarek,While We Dream,defendant,The Crests,16 Candles,0.8
400,52,1959,Dorchester Music v. National Broadcasting Company,Charles Green,I Dreamed,defendant,Charles Green,I Dreamed,0.8
401,53,1960,Walters v. Shari Music Publishing,Erving Burgie,Jamaica Farewell,defendant,Harry Belafonte,Jamaica Farewell,0.95
402,54,1963,Francis Day & Hunter v. Bron,Peter de Angelis,Why,defendant,Frankie Avalon,Why,0.9
403,55,1964,Irving Berlin et al. v. E.C. Publications,Frank Jacobs and Larry Siegel,Louella Schwartz Describes Her Malady,defendant,Mad Magazine (parody),Lorelei (Parody Version: Louella Schwartz Describes Her Malady),0.7
404,56,1964,"Nom Music, Inc. V. Kaslin",James Sheppard and William Miller,Daddy's Home,defendant,Shep and the Limelites,Daddy's Home,0.95
405,57,1965,Life Music v. Broadcast Music,Robert Sherman,SUPERCALIFRAGILISTIC EXPIALIDOCIOUS,defendant,Julie Andrews and Dick Van Dyke,Supercalifragilisticexpialidocious,0.95
406,58,1965,Nordstrom v. R.C.A.,Jerry Herman,Shalom,defendant,Jerry Herman,Shalom,0.7
407,59,1967,Packson v. Jobete,"Eddie Holland, Brian Holland, Lamont Dozier",Baby Love,defendant,The Supremes,Baby Love,0.98
408,60,1967,In re Geman Collecting Society GEMA,,,defendant,The Beatles,Help!,0.4
409,61,1969,Leo Feist v. Apollo Records,Gene Sayet & Sidney Feldman,"Toot, Toot, Tootsie",defendant,Al Jolson,"Toot, Toot, Tootsie (Goodbye)",0.9
410,62,1970,Bote & Bock Musik v. Melodie der Welt GmbH & Co KG,Gerhard Wendland,Tanze mit mir in den Morgen (Mitternachtstango),defendant,Gerhard Wendland,Tanze mit mir in den Morgen,0.95
411,63,1973,Strachborneo v. Arc Music,McKinley Morganfield,Got My Mojo Working,defendant,Muddy Waters,Got My Mojo Working,0.95
412,64,1975,Mood Music v. De Wolfe,Jack Trombey,Girl in the Dark,defendant,Jack Trombey,Girl in the Dark,0.85
413,65,1976,Bright Tunes Music v. Harrisongs Music,George Harrison,My Sweet Lord,defendant,George Harrison,My Sweet Lord,0.95
414,66,1976,Granite Music v. United Artists,Ernest Gold,Hiding the Wine,defendant,Ernest Gold,Exodus,0.7
415,67,1976,MCA Music v. Earl Wilson,Earl Wilson and Billy Cunningham,The Cunnilingus Champion of Co. C,defendant,Dr. Hook & the Medicine Show,The Cover of 'Rolling Stone',0.6
416,68,1978,Ferguson v. National Broadcasting Company,John Williams,"Theme from ""A Time to Love""",defendant,John Williams,A Time to Love,0.85
417,69,1978,Herald Square Music v. Living Music,Ray Ellis,"Theme for N.B.C.'s ""Today Show""",defendant,Ray Ellis,The Today Show Theme,0.8
418,70,1978,Plymouth Music Co. v. Magnus Organ Corp.,Anonymous,Holiday Polka,defendant,Bobby Vinton,My Song of Love (Holiday Polka),0.7
419,71,1978,Harry v. Suzuki,Doumei Suzuki,One Rainy Night in Tokyo,defendant,Doumei Suzuki,One Rainy Night in Tokyo,0.9
420,72,1980,Elsmere Music v. N.B.C.,National Broadcasting Company,National Broadcasting Company,defendant,Lou Reed,Walk on the Wild Side,0.8
421,73,1980,Hanseatic Musikverlag v. Bellver Musikverlag,Juan Bastos,Loop Di Love,defendant,Juan Bastos,Loop Di Love,0.85
422,74,1980,Testa v. Janssen,Danny Janssen and Bobby Hart,Keep on Singing,defendant,Helen Reddy,Keep on Singing,0.9
423,75,1982,Gondos v. Hardy,"Hagood Hardy, Rudy and Jerry Toth","The Homecoming, Moment of Love",defendant,Hagood Hardy,The Homecoming,0.95
424,76,1984,Selle v. Gibb,Barry Gibb et al.,Barry Gibb et al.,defendant,Bee Gees,How Deep Is Your Love,0.8
425,77,1984,Pendleton v. Acuff-Rose,Elizabeth Jane Anderson,Mama’s Shoe Box,defendant,John Anderson,Mama's Don't Let Your Babies Grow Up to Be Cowboys,0.5
426,78,1985,"Cream Records, Inc. v. Jos. Schlitz Brewing Co.",Benton and Bowles,TV Ad for Schlitz Beer,defendant,Cream,Sunshine of Your Love,0.7
427,79,1985,Lawson v. Dundas,David Dundas,Channel 4 Jingle,defendant,David Dundas and Roger Greenaway,Channel 4 (Fourscore),0.9
428,80,1985,Dixon v. Atlantic Recording Corp.,Led Zeppelin,Whole Lotta Love,defendant,Led Zeppelin,Whole Lotta Love,1.0
429,81,1986,Anheuser Busch v. Elsmere Music,Gavin Spencer,Budweiser Beer Commercial (1985),defendant,Steve Karmen,Budweiser Commercial (Here Comes the King),0.6
430,82,1986,Benson v. Coca-Cola,Coca-Cola Company,I'd Like to Buy the World a Coke,defendant,The New Seekers,I'd Like to Teach the World to Sing (In Perfect Harmony),0.95
431,83,1986,Fisher v. Dees,Rick Dees,When Sonny Sniffs Glue,defendant,Rick Dees,When Sonny Sniffs Glue,0.8
432,84,1987,Baxter v. MCA,John Williams,Theme from 'E.T.',defendant,John Williams,Theme from E.T. the Extra-Terrestrial,0.95
433,85,1987,Siskind v. Newton-John,Olivia Newton-John,Take a Chance,defendant,Olivia Newton-John,Take a Chance,0.9
434,86,1987,Verge v. Imperial Oil Ltd.,Steven Benderoth,Hockey Night Theme,defendant,Dolores Claman,The Hockey Theme,0.95
435,87,1987,Warner Bros. v. Dundas,David Dundas,Advertisement for Kenco Coffee,defendant,David Dundas,Jeans On,0.9
436,88,1987,Williamson v. Pearson Partnership,Denis King,Advertisement for Rapid Coach Service,defendant,Not Applicable,Not Applicable,0.3
437,89,1988,Gaste v. Morris Kaiserman,Morris Kaiserman,Feelings,defendant,Morris Albert,Feelings,0.95
438,90,1988,Magazine-Music Verlag v. Ralph Siegel,Nicole,Ein bisschen Frieden,defendant,Nicole,Ein bisschen Frieden,0.95
439,91,1988,Edition Magazine Music v. Sony ATV,"Earth, Wind & Fire",Fantasy,defendant,"Earth, Wind & Fire",Fantasy,1.0
440,92,1989,CBS Records Australia v. Guy Cross,Guy Cross,Ring My Bell (Trackdown Version),defendant,Anita Ward,Ring My Bell,0.8
441,93,1990,Queen & David Bowie v. Vanilla Ice,Vanilla Ice,Ice Ice Baby,defendant,Vanilla Ice,Ice Ice Baby,0.99
442,94,1990,Dawson v. Hinshaw Music,Gilbert Martin (Arr.),Ezekiel Saw De Wheel,defendant,Traditional,Ezekiel Saw De Wheel,0.85
443,95,1990,Levine v. McDonald's Corp.,McDonalds Corp.,Menu Song,defendant,McDonald's Corporation,Menu Song,0.8
444,96,1990,Black v. Gosdin,Vern Gosdin,Set 'Em Up Joe,defendant,Vern Gosdin,Set 'Em Up Joe,0.95
445,97,1991,Grignon v. Roussel,Jean-Alain Roussel,Tous Les Juke-box,defendant,Jean-Alain Roussel,Tous Les Juke-box,0.85
446,98,1991,Grand Upright v. Warner,Biz Markie,Alone Again,defendant,Biz Markie,Alone Again,0.95
447,99,1991,Intersong-USA v. CBS,"Mario Balducci, Julio Iglesias",Hey,defendant,Julio Iglesias,Hey,0.95
448,100,1991,McDonald v. Multimedia Entertainment,Dan Radlauer,"Theme Music for ""Sally Jesse Raphael Show""",defendant,Dan Radlauer,Theme from The Sally Jessy Raphael Show,0.8
449,101,1991,Enigma v. Phlegma 1991,Phlegma,Madness I,defendant,Enigma,Sadeness (Part I),0.8
450,102,1991,EMI U Catalog Inc. v. Far Musikverlag,Boney M.,Brown Girl in the Ring,defendant,Boney M.,Brown Girl in the Ring,1.0
451,103,1991,Herbolzheimer v. Farian,Boney M.,Brown Girl in the Ring,defendant,Boney M.,Brown Girl in the Ring,0.95
452,104,1992,Chiate v. Morris,Stevland Morris,I Just Called to Say I Love You,defendant,Stevie Wonder,I Just Called to Say I Love You,0.95
453,105,1992,Moore v. Columbia Pictures,Antonio Reid and Kenny Edmonds,"On Our Own (from ""Ghostbusters II"")",defendant,Bobby Brown,On Our Own,0.95
454,106,1993,EMI Music v. Papathanasiou,Evangelos Papathanasiou,"Theme from ""Chariots of Fire""",defendant,Vangelis,Chariots of Fire,0.95
455,107,1993,Jarvis v. A & M Records,Robert Clivilles and David Cole,Get Dumb! (Free Your Body),defendant,The Crew,Get Dumb! (Free Your Body),0.85
456,108,1993,Tempo Music v. Famous Music,,,defendant,N/A,N/A,0.0
457,109,1993,Sylvestre v. Oswald,Jani Lane,Heaven,defendant,Warrant,Heaven,0.95
458,110,1993,Les Inconnus v. Parker,Maceo And All The King's Men,Southwick,defendant,Maceo and All the King's Men,Southwick,0.9
459,111,1994,Drynan v. Rostad,Wayne Rostad,Here We Are On the Road Again,defendant,Wayne Rostad,Here We Are On the Road Again,0.95
460,112,1994,Campbell v. Acuff-Rose,Luther Campbell,"Oh, Pretty Woman",defendant,2 Live Crew,Pretty Woman,0.95
461,113,1994,Fantasy v. Fogerty,John Fogerty,The Old Man Down the Road,defendant,John Fogerty,The Old Man Down the Road,0.95
462,114,1994,Tin Pan Apple v. Miller Brewing,Miller Brewing Co.,TV ad for Miller Lite,defendant,Miller Brewing Company,Miller Lite Commercial,0.5
463,115,1995,Crystal Cartier v. Michael Jackson,Michael Jackson,Dangerous,defendant,Michael Jackson,Dangerous,0.95
464,116,1995,La Cienega Music Co. v. ZZ Top,"William Gibbons, et al.",La Grange,defendant,ZZ Top,La Grange,0.95
465,117,1995,Woods v. Bourne,,,defendant,Shaggy,Boombastic,0.7
466,118,1996,Palmieri v. Estefan,Gloria Estefan,Oye Mi Canto,defendant,Gloria Estefan,Oye Mi Canto (Hear My Voice),0.95
467,119,1996,Santrayll v. Burrell,Stanley Kirk Burrell,"Pepsi Ad featuring ""Hammer""",defendant,MC Hammer,U Can't Touch This,0.9
468,120,1996,Smith v. Michael Jackson,Michael Jackson,The Girl is Mine,defendant,Michael Jackson and Paul McCartney,The Girl Is Mine,0.95
469,121,1997,Damiano v. Sony,Bob Dylan,Dignity,defendant,Bob Dylan,Dignity,0.95
470,122,1997,McRae v. Smith,Wayne Perry and Gerald Smith,Every Second,defendant,Collin Raye,Every Second,0.9
471,123,1997,Repp v. Webber,Andrew Lloyd-Webber,Phantom Song,defendant,Andrew Lloyd Webber,The Phantom of the Opera,0.8
472,124,1997,Tuff 'N' Rumble v. Profile Records,Joseph Simmonds et al.,Back from Hell,defendant,Run-D.M.C.,Back from Hell,0.95
473,125,1999,BTE v. Bonnecaze,,,defendant,Better Than Ezra,Good,0.8
474,126,1999,Ellis v. Diffie,Joe Diffie,Prop Me Up Beside the Jukebox (If I Die),defendant,Joe Diffie,Prop Me Up Beside the Jukebox (If I Die),0.95
475,127,1999,Selletti v. Carey,Mariah Carey,Hero,defendant,Mariah Carey,Hero,0.95
476,128,1999,Suzane McKinley v. Collin Raye,Steve Seskin & Collin Raye,I Think About You,defendant,Collin Raye,I Think About You,0.95
477,129,1999,ZZ Top v. Chrysler Corp.,Chrysler Corporation,Promotional video for Plymouth Prowler,defendant,ZZ Top,La Grange,0.8
478,130,1999,Anzilotti v. Hildenbeutel,Cygnus X,Superstring,defendant,Cygnus X,Superstring,0.95
479,131,2000,Armstrong v. Virgin Records,"Robert Del Naja, et al",Unfinished Sympathy,defendant,Massive Attack,Unfinished Sympathy,0.95
480,132,2000,Three Boys Music v. Michael Bolton,Michael Bolton and Andrew Goldmark,Love is a Wonderful Thing,defendant,Michael Bolton,Love Is a Wonderful Thing,0.95
481,133,2000,Tisi v. Patrick,Richard Patrick,Take A Picture,defendant,Filter,Take a Picture,0.95
482,134,2000,Bouffard v. Ministère Public,,Mashups of various songs in SACEM catalog,defendant,Various Artists,Mashups,0.7
483,135,2000,"Cooper v. Ogilvy & Mather, et al.",Ogilvy & Mather,"""Pond's Nutrivits"" ads",defendant,Ogilvy & Mather,Pond's Nutrivits,0.5
484,136,2001,Oliviera v. Frito-Lay,Frito-Lay Corp.,Frito-Lay TV ad,defendant,Katrina and the Waves,Walking on Sunshine,0.9
485,137,2001,Albano Carrisi v. Michael Jackson,Michael Jackson,Will You be There?,defendant,Michael Jackson,Will You Be There,0.95
486,138,2001,Marlon Williams v. Calvin Broadus,Calvin Broadus,Ghetto Symphony,defendant,Snoop Dogg,Ghetto Symphony,0.9
487,139,2001,Johnson v. Berry,,,defendant,Unknown,Unknown,0.0
488,140,2001,Toliver v. Sony Music,Destiny's Child,Independent Women,defendant,Destiny's Child,Independent Women Part I,0.95
489,141,2002,Creagh v. Hit and Run Music,"Simon Stirling, et al.",Where are You,defendant,U2,Where Are You Now,0.7
490,142,2002,Jean et al. v. Bug Music,Nel Wyclef Jean and Jerry Duplessis,My Love is Your Love,defendant,Whitney Houston,My Love Is Your Love,0.95
491,143,2002,Malmstedt v. EMI Records,Per Gessle,Sleeping in my Car,defendant,Roxette,Sleeping in My Car,0.95
492,144,2002,Weh v. Universal Music Publishing,Sophie Ellis-Bextor,Get Over You,defendant,Sophie Ellis-Bextor,Get Over You,0.95
493,145,2003,Cottrill v. Spears,"Jorgen Elufsson, David Kreuger, Per Magnusson, Rami Yacoub","What U See is What U Get, Can't Make You Love Me",defendant,Britney Spears,What U See (Is What U Get),0.95
494,146,2003,Newton v. Diamond,"Adam Yauch, et al.",Pass the Mic,defendant,Beastie Boys,Pass the Mic,0.95
495,147,2003,Ory v. Country Joe McDonald,Joe McDonald,I Feel Like I'm Fixin' to  Die Rag,defendant,Country Joe McDonald,I-Feel-Like-I'm-Fixin'-to-Die Rag,0.95
496,148,2003,Jorgensen v. Epic/Sony Records,"James Horner, Will Jennings, Chris Lindsey, Aimee Mayo and Marv Green","My Heart Will Go On, Amazed",defendant,Céline Dion,My Heart Will Go On,0.95
497,149,2003,Ergin v. Kershaw,[Unknown Composer],Wouldn't It Be Good,defendant,Nik Kershaw,Wouldn't It Be Good,0.95
498,150,2003,Kobayashi v. Hatorri,Katsuhisa Hattori,Kinenju [Memorial Tree],defendant,Kobayashi Hiroyuki,Kinenju,0.7
499,151,2004,Apollo v. Coca Cola,Coca-Cola (China) Inc.,Sunrise,defendant,Norah Jones,Sunrise,0.85
500,152,2004,Swirsky v. Carey,Mariah Carey,Thank God I Found You,defendant,Mariah Carey,Thank God I Found You,0.95
501,153,2004,"Disney Enterprises, Inc. v. S.G. Griesel","Pete Seger et al. (From Disney's 1997 Broadway musical ""The Lion King"")",The Lion Sleeps Tonight,defendant,The Tokens,The Lion Sleeps Tonight,0.95
502,154,2004,Ulloa v. Universal,Shawn Carter,Izzo (H.O.V.A.),defendant,JAY-Z,Izzo (H.O.V.A.),0.95
503,155,2005,BMS Entertainment v. Bridges,Christopher Bridges,Stand Up,defendant,Ludacris,Stand Up,0.95
504,156,2005,"Bridgeport Music v. Dimension Films, et al.","Eric Wright, et al.",100 Miles and Runnin',defendant,N.W.A,100 Miles and Runnin',0.95
505,157,2005,Coffey v. Warner/Chappell Music,Patrick Leonard & Madonna Ciccone,Nothing Really Mattters,defendant,Madonna,Nothing Really Matters,0.95
506,158,2005,Griffin v. J-Records,"Richard Marx, Luther Vandross",Dance With My Father,defendant,Luther Vandross,Dance with My Father,0.99
507,159,2005,Johnson v. Gordon,"Allen Gordon Jr., et al.",You’re the One,defendant,SWV,You're the One,0.7
508,160,2005,Positive Black Talk v. Cash Money Records,"Terius Gray (""Juvenile"")",Back That Azz Up,defendant,Juvenile,Back That Thang Up,0.9
509,161,2005,Vargas v. Pfizer,"Brian Transeau, et al.",Advertisement for Celebrex,defendant,BT,Simply Being Loved (Somnambulist),0.7
510,162,2005,Yong Wang v. Zhengben Zhu,Zhengben Zhu,Farewell to the Red Army,defendant,Zhu Zhengben,Farewell to the Red Army,0.6
511,163,2005,Bacalov v. Endrigo,Luis Bacalov,Il Postino,defendant,Luis Bacalov,Il Postino,0.9
512,164,2006,Boone v. Jackson,"John Jackson (""Fabolous"")",Young 'N,defendant,Fabolous,Young'n (Holla Back),0.95
513,165,2006,Tilford v. Jones,"Michael Jones, et al.",Still Tippin',defendant,Mike Jones,Still Tippin',0.95
514,166,2007,Armour v. Knowles,Beyoncé Knowles,Baby Boy,defendant,Beyoncé,Baby Boy,0.95
515,167,2007,Bridgeport Music v. Combs,Christopher Wallace,Ready to Die,defendant,The Notorious B.I.G.,Ready to Die,0.95
516,168,2007,"Lil' Joe Wein Music, Inc. v. Jackson","Curtis James Jackson aka ""50 Cent""",In Da Club,defendant,50 Cent,In da Club,0.99
517,169,2007,People v. Hu,Hu,Bye Bye My Lover!,defendant,James Blunt,Goodbye My Lover,0.7
518,170,2007,Vargas v. Transeau,Brian Transeau,Bust Dat Groove Without Ride,defendant,BT,Bust Dat Groove Without Ride,0.8
519,171,2007,Velez v. Sony Discos,Victor Manuelle,Tengo Ganas,defendant,Víctor Manuelle,Tengo Ganas,0.95
520,172,2007,Lester v. U2,U2 (band),Vertigo,defendant,U2,Vertigo,0.99
521,173,2007,"Huang Nenghua, et al. v. China Record Shanghai Co., Ltd.",Yang Feifei,"Recording of popular vocal numbers from Chinese Operas, including a portion of The Mother as Slave",defendant,Yang Feifei,The Mother as Slave,0.6
522,174,2008,Glover v. Austin,"Tionne Watkins, et al.",Unpretty,defendant,TLC,Unpretty,0.95
523,175,2008,"Winter v. Moore, et al.",Gary Moore,Still Got the Blues,defendant,Gary Moore,Still Got the Blues,1.0
524,176,2008,Sampath v. Roshan,Vishal Dadlani,Krazzy 4 (Remix) & Breakfree (Remix),defendant,Vishal-Shekhar,Krazzy 4 (Remix),0.7
525,177,2009,Allen v. Destiny's Child,Destiny's Child,Cater 2 U,defendant,Destiny's Child,Cater 2 U,0.95
526,178,2009,Brainard v. Vassar,Phil Vassar,Good Ole Days,defendant,Phil Vassar,Good Ole Days,0.95
527,179,2009,"Steele v. Bongiovi, et al.",Jon Bongiovi,I Love This Town,defendant,Bon Jovi,I Love This Town,0.95
528,180,2009,"Bridgeport Music, Inc. v. UMG Recordings, Inc","Robert Kelly, et al. (""Public Announcement"")",D.O.G. In Me,defendant,Public Announcement,D.O.G. In Me,0.85
529,181,2009,Jones v. Blige,Mary J. Blige,Family Affair,defendant,Mary J. Blige,Family Affair,0.95
530,182,2009,"Joe Satriani v. Christopher Martin, et al. [Coldplay]",Christopher Martin et al. [Coldplay],Viva la Vida,defendant,Coldplay,Viva la Vida,0.95
531,183,2009,Weh v. Universal Music Publishing,Sophie Ellis-Bextor,Get Over You,defendant,Sophie Ellis-Bextor,Get Over You,0.95
532,184,2010,"Currin v. Pharrell Williams, et al.",Pharrell Williams,Frontin,defendant,Pharrell Williams feat. Jay-Z,Frontin',0.95
533,185,2010,Larrikin Music Publishing Ltd. v. EMI Songs Australia Ltd.,"Colin Hay (""Men At Work"")",Down Under,defendant,Men at Work,Down Under,0.95
534,186,2010,Marshall v. Huffman,"John Huffman, Real Content Media Group, Mariah Carey",My Love,defendant,Justin Timberlake,My Love,0.7
535,187,2010,"Prunte v. Universal Music Group Inc., et al.","Black Rob, et al.","Fire in the Hole, Plus Others",defendant,Black Rob,Fire in the Hole,0.7
536,188,2010,Martel Ellis v. Wyclef Jean,Wyclef Jean,Welcome to the East,defendant,Wyclef Jean,Welcome to the East,0.85
537,189,2010,"Ebony Latrice Batts v. William Adams, et al. [“Black Eyed Peas”]","William Adams, et al. [“Black Eyed Peas”]",Boom Boom Pow,defendant,The Black Eyed Peas,Boom Boom Pow,0.99
538,190,2010,"Holmes v. Page, et al.",Led Zeppelin,Dazed and Confused,defendant,Led Zeppelin,Dazed and Confused,0.95
539,191,2011,"Ernest Straughter v. Usher Raymond, et al.","Usher Raymond, et al.",Burn,defendant,Usher,Burn,0.95
540,192,2011,Pyatt v. Raymond,Usher Raymond,Caught Up,defendant,Usher,Caught Up,0.95
541,193,2011,Lessem v. Taylor,"Jayceon Taylor (“The Game”), Andre Young (“Dr. Dre”), Michael Elizondo, Curtis Jackson (“50 Cent”)",How We Do,defendant,The Game feat. 50 Cent,How We Do,0.95
542,194,2011,"Saregama India v. Timothy Mosley, et al.","Timothy Mosley, aka ""Timbaland""",Put You on the Game,defendant,The Game,Put You on the Game,0.95
543,195,2011,"Eight Mile Style [Marshall Mathers, aka Eminem” v. Audi GmbH",Audi GmbH,​Advertisement for Audi A6 “Avant”,defendant,Eminem,Lose Yourself,0.9
544,196,2011,Obinger v. McDonald's,McDonald's Corporation,McDonald's-Jingle,defendant,Justin Timberlake,I'm Lovin' It,0.8
545,197,2011,Stokes v. Stephens,John Legend,Maxine's Interlude,defendant,John Legend,Maxine's Interlude,0.95
546,198,2012,"Lyles v. Capital - EMI Music, Inc., et al.",David Guetta,Without You,defendant,David Guetta feat. Usher,Without You,0.9
547,199,2012,Peters v. West,Kanye West,Stronger,defendant,Kanye West,Stronger,0.95
548,200,2012,People v. Xinru Wang,Xinru Wang,Sleeping Beauty,defendant,Tchaikovsky,Sleeping Beauty,0.85
549,201,2012,Done Deal v. Carter,"Dwayne Carter, aka Lil Wayne",Bedrock,defendant,Young Money featuring Lloyd,BedRock,0.95
550,202,2012,Poindexter v. EMI Record Group,EMI Record Group,Washed Away,defendant,"Joe ""Bean"" Esposito",You're the Best,0.5
551,203,2012,Rui Hua Wang v. Qi Gang Chen,Qi Gang Chen,You and Me,defendant,Lifehouse,You and Me,0.8
552,204,2012,Black Keys v. Home Depot and Pizza Hut,,Advertisement for Home Depot; Advertisement for Pizza Hut,defendant,The Black Keys,Gold on the Ceiling,0.8
553,205,2012,Erickson v. Blake,Michael John Blake,What Pi Sounds Like,defendant,Michael John Blake,What Pi Sounds Like,0.95
554,206,2012,"Barobax v. Chakraborty, et al.",Pritam Chakraborty,Pyaar Ki Pungi,defendant,Pritam,Pyaar Ki Pungi,0.9
555,207,2013,Hobbs v. John,Elton John,Nikita,defendant,Elton John,Nikita,0.95
556,208,2013,Loomis v. Cornish,Jessica Cornish,Domino,defendant,Jessie J,Domino,0.95
557,209,2013,"Twilight Records v. Raymond, et al.",Call Me a Mack,Different Strokes,defendant,Usher,Call Me a Mack,0.9
558,210,2013,"Love v. Universal Music Group, Inc.",Kanye West,Doin My Job,defendant,T.I.,Doin' My Job,0.95
559,211,2014,"Francescatti v. Germanotta [""Lady Gaga""]",Stefani Germanotta,Judas,defendant,Lady Gaga,Judas,0.95
560,212,2014,"Pringle v. Adams [""Black Eyed Peas""]","William Adams, et al.",I Gotta Feeling,defendant,The Black Eyed Peas,I Gotta Feeling,0.99
561,213,2014,Steward v. Kanye West,Kanye West,Gold Digger,defendant,Kanye West feat. Jamie Foxx,Gold Digger,0.95
562,214,2014,"TufAmerica, Inc. v. Warner Bros Music Corp., et al","Shawn Carter (""Jay-Z"") et al.",Run This Town,defendant,Jay-Z feat. Rihanna & Kanye West,Run This Town,0.95
563,215,2014,Mayimba Music v. Sony,Eduard Edwin Bello Pou,Loca con su Tiguere,defendant,Shakira feat. El Cata,Loca,0.95
564,216,2014,Paul Batiste v. Faheem Rasheed Najm,Faheem Rasheed Najm (p/k/a T-Pain),Put It Down; Reggae Nigh,defendant,T-Pain,Put It Down,0.85
565,217,2014,Musikverlag Richard Birnbach v. ZDF,ZDF,"""Today"" Jingle",defendant,John Williams,The Mission: Theme from NBC News,0.8
566,218,2015,Lane v. Knowles-Carter,Beyonce Knowles-Carter,X.O.,defendant,Beyoncé,XO,0.95
567,219,2015,"New Old Music v. Gottwald, et al.","Jessica Cornish, et al.",Price Tag,defendant,Jessie J feat. B.o.B,Price Tag,0.95
568,220,2015,"Devin Copeland v. Justin Bieber, et al.","Justin Bieber, et al.",Someone to Love,defendant,Justin Bieber,Somebody to Love,0.9
569,221,2015,"TufAmerica v. Diamond, et al.","Diamond, Horovitz, et al. [Beastie Boys]",Shadrach; Car Thief; Hold It,defendant,Beastie Boys,Shadrach,0.95
570,222,2015,"Miles Floyd v. Rod Stewart, et al.","American folk song, as performed by Rod Stewart",Corrina Corrina,defendant,Rod Stewart,Corina Corina,0.85
571,223,2015,"Daniel Marino v. Usher, et al.",Usher Raymond,Bad Girl,defendant,Usher,Bad Girl,0.95
572,224,2015,Tom Petty v. Sam Smith,Sam Smith,Stay With Me,defendant,Sam Smith,Stay With Me,0.95
573,225,2015,Richard Friedman v. Hans Zimmer,Hans Zimmer,Music score for “12 Years a Slave”,defendant,Hans Zimmer,12 Years a Slave (Original Score),0.9
574,226,2015,Dark Sanctuary v. Bushido,Bushido,Janine,defendant,Bushido,Janine,0.95
575,227,2015,Johnson v. Goldman,Jean-Jacques Goldman,Aicha,defendant,Khaled,Aïcha,0.9
576,228,2015,"Guzman v. Hacienda Records, et al.",Hacienda Records,Cartas de Amor,defendant,,Cartas de Amor,0.6
577,229,2015,Universal Music Publishing v. Sony BMG Music Entertainment,Francesco De Gregori,"Prendi questa mano, zingara",defendant,Iva Zanicchi,Zingara,0.9
578,230,2016,Fahmy v. Jay Z et al.,Jay Z et al.,Big Pimpin',defendant,JAY-Z,Big Pimpin',0.95
579,231,2016,Bowen v. Paisley,"Brad Paisley, et al",Remind Me,defendant,Brad Paisley and Carrie Underwood,Remind Me,0.95
580,232,2016,"VMG Salsoul v Madonna Ciccone, et al.","Madonna Ciccone, Richard Pettibone",Vogue,defendant,Madonna,Vogue,0.95
581,233,2016,"McDonald v. West, et al.","Kanye West, et al.",Made in America,defendant,Kanye West,Made in America,0.9
582,234,2016,We Shall Overcome Foundation v. Richmond Foundation & Ludlow Music,,,defendant,Pete Seeger,We Shall Overcome,0.85
583,235,2016,"Alisa Apps v. Universal Music, et al.",John Newman,Love Me Again,defendant,John Newman,Love Me Again,0.95
584,236,2016,Arnett v. Alan Jackson & Sony Music,Alan Jackson,Remember When,defendant,Alan Jackson,Remember When,0.99
585,237,2016,"BMG v. Atlantic Recording Organization, et al.","Omari Ishmael Grandberry, aka “Omarion”",Post to Be,defendant,Omarion feat. Chris Brown & Jhené Aiko,Post to Be,0.95
586,238,2016,"Eric Smith, et al. v. Amanda Jiroux, et al.",Amanda Jiroux,Insane,defendant,Amanda Jiroux,Insane,0.7
587,239,2016,"Gabor Presser v. Kanye West, et al.",Kanye West,New Slaves,defendant,Kanye West,New Slaves,0.95
588,240,2016,"Mattie Music Group v. Lamar, Warner/Chappell, et al.","Kendrick Lamar, et al.",I Do This,defendant,Kendrick Lamar,I Do This,0.9
589,241,2016,"McElroy, et al. v. Eriksen, et al.","Mikkel Eriksen, et al.",I'm Worth It,defendant,Fifth Harmony feat. Kid Ink,Worth It,0.95
590,242,2016,"Songs Music Publishing v. Porsche, et al.",Cramer-Krasselt advertising agency,Advertisement for Porsche’s Cayman 718 automobile,defendant,,,0.0
591,243,2016,"Yours, Mine & Ours v. Sony, et al.",Peter Hernandez (“Bruno Mars”) et al.,Uptown Funk,defendant,Mark Ronson feat. Bruno Mars,Uptown Funk,0.95
592,244,2016,"Estate of Armetia Chatmon v. Eric Clapton, et al.",Public domain blues number performed by Eric Clapton,"Alberta, Alberta",defendant,Eric Clapton,Alberta,0.95
593,245,2016,"Miller, et al. dba “Sleigh Bells” v. Demi Lovato",Demi Lovato,Stars,defendant,Demi Lovato,Stars,0.9
594,246,2016,"Greggs v. Grande, et al.",Ariana Grande,One Last Time,defendant,Ariana Grande,One Last Time,0.95
595,247,2016,"HaloSongs, Inc., Martin Harrington, Thomas Leonard v. Ed Sheeran, et al.",Ed Sheeran & John McDaid,Photograph,defendant,Ed Sheeran,Photograph,0.98
596,248,2016,"Darlene Love v. Scripps Network, Inc.",,,defendant,,,0.1
