case_id,year,case_name,case_artist,case_title,case_role,gpt_artist,gpt_title,gpt_conf,musicbrainz_id,mb_artist,mb_title,case_status
241,2016,"McElroy, et al. v. Eriksen, et al.","Thomas McElroy, Denzil Delano, Jay King",Why You Treat Me So Bad,complainer,Club Nouveau,Why You Treat Me So Bad,0.95,5413c81b-3e2e-41cb-86a9-17db83139d66,Club Nouveau,Why You Treat Me So Bad,
242,2016,"Songs Music Publishing v. Porsche, et al.",Members of  the band “X Ambassadors”,Jungle,complainer,X Ambassadors,Jungle,0.95,62eae284-ed39-4bfc-a935-52ea0f2183d5,X Ambassadors,Jungle (KDrew Remix Extended),
243,2016,"Yours, Mine & Ours v. Sony, et al.",Members of  “electro-funk” band Collage,Young Girls,complainer,Bruno Mars,Young Girls,0.9,d7f992ed-2e5c-4fd7-bb56-03a5d1c6529f,Rural Internet,MARS GIRLS FREESTYLE,
244,2016,"Estate of Armetia Chatmon v. Eric Clapton, et al.",Public domain blues number performed by Bo Carter (Chatmon),"Corrine, Corrina",complainer,Eric Clapton,Alberta,0.7,e10f9b87-b9eb-4dff-bd8b-398bee61f85a,Eric Clapton,"Alberta, Alberta",
245,2016,"Miller, et al. dba “Sleigh Bells” v. Demi Lovato",“Sleigh Bells” [band],Infinity Guitars,complainer,Sleigh Bells,Infinity Guitars,0.95,97424337-7a2c-40ac-b9fb-b9aa07a41a39,Sleigh Bells,Infinity Guitars,
246,2016,"Greggs v. Grande, et al.",Alex Greggs,Takes All Night,complainer,Ariana Grande,One Last Time,0.85,3fa4d221-dfed-42b4-869a-387ff834df44,Ariana Grande,One Last Time,
247,2016,"HaloSongs, Inc., Martin Harrington, Thomas Leonard v. Ed Sheeran, et al.",Martin Harrington & Thomas Leonard,Amazing,complainer,Matt Cardle,Amazing,0.95,3f7691b2-d552-4828-8000-53c6febf7470,Matt Cardle,Amazing,
248,2016,"Darlene Love v. Scripps Network, Inc.","Jeff Barry, et al.",Christmas (Baby Please Come Home),complainer,Darlene Love,Christmas (Baby Please Come Home),0.95,d73e7324-53f3-4d8f-b2f2-675b631730b0,Darlene Love,Christmas (Baby Please Come Home),
249,2016,"Casey Dienel v. Justin Bieber, et al.",Casey Dienel,Ring the Bell,complainer,Justin Bieber,Sorry,0.95,336810fb-be64-487c-a9f7-41db19fc0615,Justin Bieber,Sorry,
250,2016,"Cirque du Soleil v. Justin Timberlake, et al.",Cirque du Soleil,Steel Dream,complainer,Justin Timberlake,Don't Hold the Wall,0.9,a8195eb3-cd75-4ced-bc91-64423b874836,Justin Timberlake,Don't Hold the Wall,
251,2016,"PK Music v. Justin Timberlake, et al.",Perry Kibble,A New Day is Here at Last,complainer,Justin Timberlake,Suit & Tie,0.9,f5e1513e-945b-4ee3-bf21-c6e88738b11a,Justin Timberlake,Suit & Tie,
252,2016,Feriol v. Maurici,Laurent Feriol,Les Chansons d’artiste,complainer,Laurent Feriol,Les Chansons d’artiste,0.9,672dc4f4-b6a3-4410-9635-4d346b3708ae,Michel Etcheverry,Les chansons,
253,2017,"Parker, et al. v. Winwood, et al.",Willia Dean Parker & Homer Banks,Ain't That a Lot of Loving,complainer,Taj Mahal,Ain't That a Lot of Love,0.85,74aff3d1-e0dd-4b1a-ba71-0f85b4186b13,Taj Mahal,Ain't That A Lot Of Love,
254,2017,Roberts v. Gordy,"Wiliam Roberts, Andrew Harr, Jermaine Jackson",Hustlin,complainer,Rick Ross,Hustlin',0.95,bab7811b-81b5-49ec-a519-a69915928d1f,Rick Ross,Hustlin',
255,2017,Mitchell v. Priority Records,Leroy Mitchell,Star in the Ghetto,complainer,Luther Ingram,To the Other Man,0.7,89af70df-1d55-472b-8444-4cb4b7de96d7,Luther Ingram,To the Other Man,
256,2017,Abdul Muhammad v. Chancellor Bennett,Abdul Muhammad (Erik Saunders),Bridge Through Time,complainer,Chance the Rapper,All We Got,0.8,c8983e57-1c3b-4452-a764-6774fd01303c,Chance the Rapper feat. Kanye West & Chicago Children’s Choir,All We Got,
257,2017,"Lastrada Entertainment v. Mark Ronson, et al.",Roger Troutman,More Bounce to the Ounce,complainer,Mark Ronson feat. Bruno Mars,Uptown Funk,0.95,42eea081-f298-45d2-932d-5b8665c3f97e,Mark Ronson feat. Bruno Mars,Uptown Funk,
258,2017,"Enclosed Music v. Steinman, et al.","Jon Dunmore, Mike Molina",[I’d do] Anything for You,complainer,Meat Loaf,I'd Do Anything for Love (But I Won't Do That),0.7,71fcf08d-78b1-4647-9cae-259e190651ff,Meat Loaf,I’d Do Anything for Love (But I Won’t Do That),
259,2017,"Sean Hall, et al. v. Taylor Swift, et al.",Sean Hall,Playas Gon’ Play,complainer,3LW,Playas Gon' Play,0.95,1853dc91-db14-4e3a-b826-c3e4010302b6,3LW,Playas Gon' Play,
260,2017,"Estate of Barre v. Beyoncé Knowles Carter, Sony Music, et al.",Anthony Barre aka “Messy Mya”,Booking the Hoes from New Wildings; A 27 Piece Huh?,complainer,Beyoncé,Formation,0.95,78b07d83-01b4-4dfb-ad1f-a2d1ec2b3ff0,Beyoncé,Formation,
261,2017,"Golden Crown Publishing v. Sony Music, Jonathan Smithy [aka “Lil’ Jon”], et al.","Fredley Saurel [aka “Freddy GZ”], et al.",Turn Down for What?,complainer,DJ Snake & Lil Jon,Turn Down for What,0.95,76b3b703-3cd1-47ca-ab68-b5a76ad1609c,DJ Snake & Lil Jon,Turn Down for What,
262,2017,"Bosh v. Univision Communications, Inc.",Joel Bosh,Yo Soy Boricua,complainer,Joel Bosh,Yo Soy Boricua,0.85,c25ef736-5a8e-4ae2-af4f-6114fb7dbddc,Sociedad '76 & Johnny Zamot,Yo soy boricua,
263,2017,Super Cassettes v. Trimurti Films,Kishore Kumar & Asha Bhosle,Kehdoon Tumhe,complainer,Kishore Kumar & Asha Bhosle,Kehdoon Tumhe,0.95,ae51e807-3153-4962-b25d-e456e8b4637b,Kishore Kumar & Asha Bhosle,Kehdoon Tumhen,
264,2017,"Stone et al. v. TIG7 Publishing, LLC et al.",The Sequence,Funk You Up,complainer,The Sequence,Funk You Up,0.95,59f2c895-bcd3-4da1-b409-a19a0f228542,The Sequence,Funk You Up,
265,2018,"Paul Rose v. Paul David Hewson, aka “Bono”, et al.",Paul Rose,Nae Slappin',complainer,U2,The Fly,0.7,9c4d97d5-fd3e-473c-b9fc-1274f026d4c8,U2,The Fly,
266,2018,"Abiodun Oyewole v. Rita Ora, et al.",Abiodun Oyewole,When the Revolution Comes,complainer,The Last Poets,When the Revolution Comes,0.95,46f998b2-1e99-498a-84f9-ece9c1c008b5,The Last Poets,When The Revolution Comes,
267,2018,"Wilson v. Dynatone Pub., et al.","John Wilson, Charles Still, Terrance Stubbs",Sho' Nuff,complainer,"Sly, Slick & Wicked",Sho' Nuff,0.8,43cfc9d2-8079-4a33-840d-bcd9546e9f16,"Sly, Slick and Wicked",Sho' Nuff,
268,2018,"Cortes-Ramos v. Enrique Martin-Morales (""Ricky Martin"")",Luis Cortes-Ramos,World Cup Song Contest Entry,complainer,Ricky Martin,La Copa de la Vida,0.8,ccd3e9cb-eb3b-474b-9d86-3a2f28e2a3ac,Ricky Martin,La Copa de la Vida,
269,2018,"Fahmy v. Jay Z, et al.",Baligh Hamdi,"Khosara, Khosara",complainer,Jay-Z,Big Pimpin',0.95,b36511e7-6889-44cc-a4dd-6d2a21d5a183,Jay‐Z,Big Pimpin',
270,2018,"Pharrell Williams, et al. v. Frankie Gaye, et al.",Marvin Gaye,Got to Give it Up,complainer,Marvin Gaye,Got to Give It Up,1.0,1f79211d-4450-42f4-9edd-e3f7f50f2eb7,Marvin Gaye,"Got to Give It Up, Part 1 (Gigamesh edit)",
271,2018,"Lela Weems v. Odd Future Records, et al.",Herman Weems,Why Can't There Be Love,complainer,Dee Edwards,Why Can't There Be Love,0.85,e6b4c37d-d08a-4cfa-9b9c-c3542202e4b8,Dee Edwards,Why Can't There Be Love,
272,2018,"Michael May v. Miley Ray Cyrus, et al.",Michael May,We Run Things,complainer,Miley Cyrus,We Can't Stop,0.9,da333e71-ccb1-4d07-826e-b182426e362b,Miley Cyrus,We Can’t Stop,
273,2018,[INPLAY] Platinum Jack Entertainment v. ESPN and Chick-Fil-A,Drayter [Band],Best I Had,complainer,Drayter,Best I Had,0.9,42b25325-5a0f-4af1-b4c3-4d7a8f506d69,The 77's,Best I Had,
274,2018,Carey v. Sheeran,"Sean Carey, Beau Golden, Jasmine Rae",When I Found You,complainer,Jasmine Rae,When I Found You,0.95,4ca6c319-ce40-4651-b1bf-0c0e7f7a8aef,Jasmine Rae,When I Found You,
275,2018,"Del Rio v. Virgin America, et al.",Neomi Del Rio,Flight Safety Video,complainer,Virgin America,Flight Safety Video,0.7,8cb48076-1c62-4995-99ce-b64e9e3be557,TV2,Safety Video,
276,2018,"Jamie Ciero v. Disney, et al.",Jamie Ciero,Volar,complainer,Jamie Ciero,Volar,0.9,16e5f706-01c3-4858-9972-960e76bb624a,Pez,Volar volar volar,
277,2018,Tracy Chapman v. Nicki Minaj,Tracy Chapman,Baby Can I Hold You,complainer,Tracy Chapman,Baby Can I Hold You,0.95,0e1f7df1-46ae-4dcb-99a6-66507359afe6,Tracy Chapman,Baby Can I Hold You,
278,2018,"[INPLAY] Brighter Sky Productions LLC, et al. v. Marriott International, Inc., et al.","Dan Tramon, Diana Belkowski, and Carl Anthony Tramon",Rocket Boys Musical,complainer,Elton John,Rocket Man,0.5,96364603-f3f1-44f3-ba63-dad373c1c178,Elton John,Rocket Man,
279,2018,"Benny Mardones, et al. v. Cyndi Lauper, et al.",Benny Mardones & Robert Tepper,Into the Night,complainer,Benny Mardones,Into the Night,0.95,d918d2ab-1668-47ec-939b-e63509729dcf,Benny Mardones,Into the Night,
280,2018,"Richard Morrill v. Gwen Stefani, Pharrell Williams, et al.",Richard Morrill,Who's Got My Lightah (1996) / Who's Got My Lighter (2009),complainer,Gwen Stefani,Spark the Fire,0.8,a6dd4f80-48dd-4ac0-9088-574b94368521,Gwen Stefani,Spark the Fire,
281,2018,Stahlgewitter v. Frei.Wild,Stahlgewitter,Auftrag Deutsches Reich,complainer,Stahlgewitter,Auftrag Deutsches Reich,0.95,4b923629-44ef-474a-9f13-9bdc04cec17f,Stahlgewitter,Auftrag Deutsches Reich,
282,2018,Harumaki Gohan v. Mori,Harumaki Gohan,Hachigatsu no Rainy [August Rainy],complainer,Harumaki Gohan,Hachigatsu no Rainy,0.95,205728fa-acee-4e46-b459-a07a2e392ed6,Marty Holoubek,Hachigatsu no Ame,
283,2019,Eight Mile Style v. New Zealand National Party,"Marshall Mathers, et al.",Lose Yourself,complainer,Eminem,Lose Yourself,0.99,63131a66-78c7-4bfd-9dac-3f846e5274a4,Eminem,Lose Yourself,
284,2019,The Rolling Stones v. The Verve,The Rolling Stones,The Last Time,complainer,The Rolling Stones,The Last Time,0.95,53927cc4-1deb-4017-90d4-939cd0c3d6ad,Tymon & the Transistors (gościnnie Wojciech Waglewski),The Last Time (Rolling Stones),
285,2019,"Andrew Green v. Kanye West, et al.",Alice T. Johnson and N.G (minor child),Video Recording of child praying,complainer,Kanye West,Ultralight Beam,0.8,5637f5a5-c913-437b-9ec7-c2d488c58032,Kanye West,Ultralight Beam,
286,2019,"William Smith et al. v. ""The Weeknd""","William Smith, Brian Clover, Scott McCulloch",I Need to Love,complainer,The Weeknd,A Lonely Night,0.7,34c6b135-f967-4a11-bcbc-68f8125bcda8,The Weeknd,A Lonely Night,
287,2019,"Song-a-tron Music, et al. v. Jones, et al.",Song-A-Tron Music,Back it Up,complainer,Prince Royce,Back It Up,0.7,907fa071-1b91-41bf-bdb6-c3c45967f547,Prince Royce feat. Pitbull,Back It Up,
288,2019,[INPLAY] Hütter v. Pelha,Kraftwerk,Metall auf Metall,complainer,Kraftwerk,Metall auf Metall,0.95,9508cbe1-2420-4053-b4d1-888661fe49c9,Kraftwerk,Metall auf Metall,
289,2019,Mimi Korman v. Julio Iglesias,Mimi Korman,Me Olvide de Vivir,complainer,Julio Iglesias,Me Olvidé de Vivir,0.95,4f0be607-4d02-4dff-9c26-bd5f3e01928f,Julio Iglesias,Me olvidé de vivir,
290,2019,"Rodriguez v. Avalos, et al.",Esmeralda Lucy Rodriguez,Pediré,complainer,Olga Tañón,Pediré,0.8,836a04dc-94f4-4426-8d3d-4de8c2dd6496,Olga Tañón,Prisionera,
291,2019,"[INPLAY] Nicholas v. Pigott, et al.","Samuel Nicholas III (""Sam Scully"")",Roll Call (Instrumental),complainer,Slim Thug,Still Tippin',0.8,1efb3685-eac0-4e6a-b7b8-bbf1a72bb8ae,"Slim Thug, Mike Jones & Chamillionaire",Still Tippin',
292,2019,"[INPLAY] Brandon Lee (""Don Lee""), et al. v. Hill (""Lil Nas X""), et al.","Brandon Lee (""Don Lee"") & Glen Demeritt",gwenXdonlee4-142,complainer,Lil Nas X,Old Town Road,0.9,0a98b6cf-17ec-4ffc-8c9d-bb33a8e81971,Lil Nas X,Old Town Road,
293,2019,Zachry Brown v. Ryan Tedder,Zachry Brown,Nowhere Left to Go,complainer,OneRepublic,Wherever I Go,0.85,a46cb6fa-6bbb-4b1c-b55b-21c7134ab818,OneRepublic,Wherever I Go,
294,2019,"Mark Halper v. Sony/ATV Music Publishing, LLC, et al.",Mark Halper,Don't Throw Our Love Away,complainer,Mark Halper,Don't Throw Our Love Away,0.8,2c1d1b9f-cf45-4824-8e9e-41ed2f8503a0,Dominoe,Don't Throw Our Love Away,
295,2019,New Day Worldwide v. Taylor Swift,Jesse Graham,Haters gone Hate,complainer,Taylor Swift,Shake It Off,0.95,a7e36754-f6e9-49b8-b34e-c0d0b088f2bf,Taylor Swift,Shake It Off,
296,2019,"[INPLAY] Key, et al. (""Yellowcard"") v. Higgins, et al. (""Juice WRLD"")","Ryan Key, et al. (""Yellowcard"")",Holly Wood Died,complainer,Yellowcard,Holly Wood Died,0.95,21f5c52b-2d48-4a44-b6fa-c82bf3dcd06a,Yellowcard,Holly Wood Died,
297,2019,Brown v. Netflix,"Tamita Brown, et al.",Fish Sticks n' Tater Tots (song),complainer,Tamita Brown,Fish Sticks n' Tater Tots,0.8,ab70e698-d7df-4653-945c-5a5f83c56152,Forests,Tater Tots,
298,2019,Guity v. Santos,Nazim Guity,Eres Mia,complainer,Romeo Santos,Eres Mía,0.95,fa854c46-6c8c-44a4-98f2-d9cb521d1624,Romeo Santos,Eres mía,
299,2019,"Pickett v. Migos Touring, Inc., et al.","Leander C. Pickett (""M.O.S."")",Walk It Like I Talk It,complainer,Migos feat. Drake,Walk It Talk It,0.95,3e05c0af-38ac-45ea-bf93-925fc4e96edd,Migos feat. Drake,Walk It Talk It,
301,2019,"Batiste v. Lewis, et al.",Paul Batiste,Hip Jazz; World of Blues; Salsa 4 Elise; I Got the Rhythm On,complainer,Paul Batiste,I Got the Rhythm On,0.8,1485c892-dea1-41b1-b632-17961ab3cbd1,Paul Lowry,I Got Rhythm,
302,2019,[INPLAY] Richardson v. Kharbouch,Eddie Lee Richardson aka Hotwire the Producer,*Hood* Pushin’ Weight,complainer,French Montana,Pushin' Weight,0.7,fd8f11a1-5031-450e-ad15-b9f2e8026cda,French Montana,Losing Weight,
303,2019,Hines v. Roc-A-Fella Records Inc. et al.,Ernie Hines,Help Me Put Out The Flame (In My Heart),complainer,Kanye West,Good Life,0.8,793eb09d-93a8-4650-92d0-5f6fbeb0462b,Kanye West,Good Life,
304,2019,"Jefferson v. Raisen, et al.","Melissa Jefferson (""Lizzo"")",Truth Hurts,complainer,Lizzo,Truth Hurts,1.0,e3d04cc6-b6e8-4942-b7c5-85645a02a6bf,Lizzo,Truth Hurts,
305,2019,Saregama India v. Balaji,Dada Kondke,Var Dhagala Lagli Kal,complainer,Dada Kondke,Var Dhagala Lagli Kal,0.95,cdb2e4e4-3bd3-45ff-a2f5-6b53f3fdc933,Asha Bhosle,Lagli Lagli Kaisi Hichki,
306,2020,Estate of James Oscar Smith v. Cash Money Records,Jimmy Smith,Jimmy Smith Rap,complainer,Drake,Pound Cake / Paris Morton Music 2,0.95,aa7cd00a-a101-489a-8576-4105ed023c4c,Drake feat. JAY‐Z,Pound Cake / Paris Morton Music 2,
307,2020,"Yeasayer v. Tesfaye (""The Weeknd"")","Yeasayer, LLC",Sunrise,complainer,Yeasayer,Sunrise,0.9,a619958f-c77b-4338-bbfd-0e8da35aefea,Yeasayer,Sunrise,
308,2020,Michael Skidmore v. Led Zeppelin,Randy Wolfe,Taurus,complainer,Led Zeppelin,Stairway to Heaven,0.95,ccfdd180-22e1-49b9-bd81-b5fcf2c6474e,Led Zeppelin,Stairway to Heaven,
309,2020,"Marcus Gray, et al. v. Katy Perry","Marcus Gray, et al.",Joyful Noise,complainer,Flame,Joyful Noise,0.95,706d9573-22ca-41f2-b32d-19dfe9c40465,Flame feat. Lecrae & John Reilly,Joyful Noise,
310,2020,[INPLAY] Armes v. Post,Tyler Armes,Circles,complainer,Post Malone,Circles,0.95,a02e147c-18d3-4d2a-aa3d-4444ce90b517,Post Malone,Circles,
311,2020,[INPLAY] Gordon v. Chambers,"Seth Gordon (""Yung Gordon"")",Yung Gordon Intro,complainer,Yung Gordon,Yung Gordon Intro,0.95,c4ed56e0-c303-4a2f-8188-9ed740c40565,Dexter Gordon,Intro by Dexter Gordon,
312,2020,"[INPLAY] Griffin v. Sheeran, et al.",Marvin Gaye,Let's Get It On,complainer,Marvin Gaye,Let's Get It On,0.95,5f0ff901-922e-44ce-832e-7d126eaa9f14,Marvin Gaye,Let’s Get It On,
313,2020,"[INPLAY] Jackson v. Apple, Inc.",Darell Jackson,Side Show,complainer,Khia,"My Neck, My Back (Lick It)",0.8,217d36df-ad36-4200-ae2d-b3b0f6438cc3,Khia,"My Neck, My Back (Lick It)",
314,2020,[INPLAY] Basil v. AMC,Toni Basil,Mickey,complainer,Toni Basil,Mickey,0.95,d5427c18-84b0-475f-8925-d6f16b305547,Toni Basil,Mickey,
316,2020,"Jackson (""50 Cent"") v. Roberts","Curtis James Jackson (""50 Cent"")",In Da Club,complainer,50 Cent,In Da Club,0.99,5b29fe90-a808-47c6-956d-edce3efb9efe,Lorenzo Laroc,"50 Cent ""Da Club""",
317,2020,[INPLAY] Hayes v. Lamar,Terrance Hayes,,complainer,Kendrick Lamar,Fear,0.2,45bd3b26-b593-4f0d-9b4e-21d6b3acbfb2,Kendrick Lamar,FEAR.,
318,2020,Stone v. Grande,Josh Stone,"You Need It, I Got It",complainer,Ariana Grande,7 rings,0.9,4fce1dbd-8598-47d4-abcf-b375769ab856,Ariana Grande,7 Rings,
319,2020,Sheeran v. Chokri,Sam Chokri,Oh Why,complainer,Sam Chokri,Oh Why,0.9,4a62e5ad-232a-4556-946d-bb98fcbffb35,Bomb the Music Industry!,"Why, Oh Why, Oh Why (Oh Oh Oh Oh)",
320,2020,Structured Asset Sales v. Sheeran,Marvin Gaye,Let's Get It On,complainer,Marvin Gaye,Let's Get It On,0.95,5f0ff901-922e-44ce-832e-7d126eaa9f14,Marvin Gaye,Let’s Get It On,
321,2020,"Norwood v. Quality Control Music, LLC",Barbara Norwood,Martian,complainer,Lil Baby,We Paid,0.7,37cc47f9-fbc1-4238-94cf-c78eddfdc34a,Lil Baby & 42 Dugg,We Paid,
322,2021,"Nwosuocha v. Glover, et al.",Emelike Nwosuocha,Made in America,complainer,Childish Gambino,This is America,0.9,6759a63e-67cf-469b-8998-973051b2c875,Childish Gambino,This Is America,
323,2021,"[INPLAY] Cooper, et al. v. Brown, et al.",Mr. Cooper,I Love Your Dress,complainer,Mr. Cooper,I Love Your Dress,0.8,20ae2657-dee9-46cf-af69-0d1eb8b34afa,Nathan Halpern,I Love Your Dress,
324,2021,"[INPLAY] Cates v. Shlemovitz, et al.",Cameron Cates,She Loves Her Job,complainer,Alan Jackson,She Loves Me All The Way,0.7,e6b8d07e-ca31-4464-b6b0-fb7c6dee25fe,Alan Jackson,That’s the Way,
325,2021,Robinson v. Wilburn,Gutta,When U Think About It,complainer,Michael Jackson,You Rock My World,0.4,bd8fb1ac-637c-4912-8c59-2cccf5aed6bb,Michael Jackson,You Rock My World (Michael Jackson's Vision),
326,2021,Johannsongs-Publishing Ltd. v. Lovland,Jóhann Helgason,Söknuður,complainer,Secret Garden,You Raise Me Up,0.8,0ce233ba-3002-40e8-b3c3-d47b372757a1,Secret Garden,You Raise Me Up,
327,2021,[InPlay] Cleveland Constantine Browne et al. v. Rodney Sebastian Clark Donalds et al.,Cleveland Browne & Wycliffe Johnson,Fish Market,complainer,Rupee,Tempted to Touch,0.8,fb42c089-e333-4c70-bbd5-971fe176832a,Rupee,Tempted to Touch,
328,2021,"AOM Music, Inc v. Benito Antonio Martínez Ocasio (p/k/a Bad Bunny)","AOM Music, Inc.",Playero Works,complainer,Bad Bunny,Playero,0.85,4cf15d40-3386-4002-9031-deb7c729fd35,Sinergia,Playero,
329,2022,[INPLAY] Ultra v. West,Marshall Jefferson,Move Your Body,complainer,Marshall Jefferson,Move Your Body,0.95,9d246c56-a61d-4675-95f9-1f3b2497be38,Marshall Jefferson,Move Your Body,
330,2022,Frisby v. Sony,G-Money,Shawty So Cold,complainer,G-Money,Shawty So Cold,0.8,ee693db7-4e2e-4ec7-be35-f35d66b52264,A. G. Cook,So Cold,
331,2022,"Cope v. Dua Lipa, et al",Artikel Sound,Live Your Life,complainer,Dua Lipa,Levitating,0.95,ad59cd4f-738e-42ff-8b55-e6ca7a819150,Dua Lipa,Levitating,
332,2022,[InPlay} Quinn et al v. Powell et al.,"Darwin Quinn, Mitchelle'l Sium,",Back N Forth,complainer,Aaliyah,Back & Forth,0.8,e1393bf9-cd52-4e42-8e8d-c4f8a1d47e6a,Aaliyah,Back & Forth,
333,2022,[InPlay] Larball Publ'g Co. v. Lipa,"Russell Brown, Sandy Linzer",Wiggle and Giggle All Night,complainer,Dua Lipa,Levitating,0.95,ad59cd4f-738e-42ff-8b55-e6ca7a819150,Dua Lipa,Levitating,
334,2022,[InPlay] Phase One Network v. Kanye West,"Lawrence Parker, Scott Sterling",South Bronx,complainer,Boogie Down Productions,South Bronx,0.95,21749298-9aec-4add-b7af-e1a6b0ebaacc,Boogie Down Productions,South Bronx,
336,2022,Patrick v. Poree,Yolanda Patrick,I Do What I Want,complainer,Yolanda Patrick,I Do What I Want,0.9,2179f64c-38ed-4bd8-9e59-97c3fd5a9229,Yolanda Kondonassis,Do You Hear What I Hear,
337,2022,Grigson v. Lopez,Daniel Grigson,That Girl,complainer,Frankie J,That Girl,0.7,2afcad22-ec6c-4ff4-b33c-5bf2d236456f,吉川晃司,Be my J-Girl,
338,2022,Sound & Color v. Sam Smith,"Jordan Vincent, Christopher Miranda",Dancing with Strangers,complainer,Sam Smith,Dancing with a Stranger,0.95,121fcce9-d694-48ff-953e-dcf2c58b333d,Sam Smith,Dancing With a Stranger,
339,2022,[InPlay] Third Side Music v. Evenflo Co.,Sofi Tukker,Best Friend,complainer,Sofi Tukker,Best Friend,0.95,07a4a98a-b6b2-4dab-967d-3469e5d46ec1,"Sofi Tukker ft. NERVO, The Knocks & Alisa Ueno",Best Friend (Sofi Tukker Carnival remix),
340,2023,Astley v. Hauri,Rick Astley,Never Gonna Give You Up,complainer,Rick Astley,Never Gonna Give You Up,1.0,9f5e394c-3d65-434c-b356-e31a0f138c9d,Walt Ribeiro,Rick Astley 'Never Gonna Give You Up',
341,2023,Stone v. Carey,"Andy Stone, AKA Vinnie Vance",All I Want for Christmas is You,complainer,Mariah Carey,All I Want for Christmas Is You,0.95,a6fab057-cf3a-4456-950e-d3edaf219326,Mariah Carey,All I Want for Christmas Is You,
342,2023,[InPlay] Formal Entertainment v. Zayn Malik,"Patrick Simmons p/k/a ""Havyn""",Somebody Tonight,complainer,Zayn,Somebody Tonight,0.8,68e8c105-7ced-40c4-b90e-c23da1de7e3b,ZAYN,Tonight,
343,2023,"[InPlay] Darko v. Grahm, et al.",Obrafour,Oye Ohene,complainer,Obrafour,Oye Ohene,0.9,cb087dcf-d088-44e7-be10-ef35582802d7,Larry Achiampong,OHENE,
345,2024,Chamberlain v. Dolo Entertainment,Duvall Chamberlain,In That Mood,complainer,Lil Rekk,In That Mood,0.85,4d890490-0731-4f1a-a579-64f2fdc283ce,Lil Rekk,Get Money,
346,2024,"Peabody & Company LLC v. Wayne, et al.",Greg Perry,Come On Down,complainer,Greg Perry,Come On Down,0.9,a51fd90b-f80d-4a14-bd81-3ec61642a6bd,Greg Perry,Come on Down,
347,2024,"Johnston v. Kroeger, et al.",Snowblind,Rockstar,complainer,Nickelback,Rockstar,0.9,7b4a20cb-3aa6-47bb-bbe0-e9f1341ddec3,Nickelback,Rockstar,
0,1844,Millett v. Snowden,W. J. Wetmore,The Cot Beneath the Hill,defendant,W. J. Wetmore,The Cot Beneath the Hill,0.7,d38e9f6a-1720-4584-ae0c-d03adfe03c8a,Azure Blue,Beneath the Hill,
1,1845,Reed v. Carusi,Samuel Carusi,The Old Arm Chair,defendant,Eliza Cook,The Old Arm Chair,0.8,1915b0b8-ec74-4cc6-a48e-ad45109aab75,Gale Huntington,The Old Arm Chair,
3,1850,Jollie v. Jacques,Anonymous,Serious Family Polka,defendant,Anonymous,Serious Family Polka,0.5,99ebbdba-5ae6-4bd6-9d1d-f829d90d196f,Polka Family,Clarinet Polka,
4,1887,Blume v. Spear,W.D.Hendrickson,Call Me Back Again,defendant,Traditional,Call Me Back Again,0.5,9dfac86b-944e-48bc-8513-cbd840975f31,Wings,Call Me Back Again,
5,1888,Kennedy v. McTammanay,,,defendant,Unknown,Unknown,0.0,48a4ffb3-c707-4548-8ad6-b098acd11088,[unknown],[unknown],
6,1898,Broder v. Zeno Mauvais Music Co.,Charles Sidney O'Brien,Ma Angeline,defendant,Charles K. Harris,Ma Angeline,0.75,5186e993-ef58-48dd-89b3-d021c77eb786,Charles K. Harris,Valssi tanssiaisten jälkeen,
7,1899,Boosey v. Whight,Player piano rolls produced by defendant Whight,,defendant,Various,Player Piano Rolls,0.25,6f674394-b34b-4d09-94da-deb1217007d8,Bill Wells,Piano Rolls,
8,1907,White-Smith Music v. Apollo Company,Adam Geibel,Little Cotton Dolly,defendant,Adam Geibel,Little Cotton Dolly,0.8,fec2720c-1387-4cfa-b7f1-f80a275860ff,Criterion Male Quartet,Little Cotton Dolly,
9,1914,Cooper v. James,Joseph James,Never Turn Back,defendant,Wilbur Sweatman,Never Turn Back,0.7,9651a68f-ab5b-45d0-9d9a-ded12ec57e76,Wilbur Sweatman,The Darktown Strutters Ball,
10,1915,Boosey v. Empire Music,Jeff Godfrey,"Tennessee, I Hear You Calling Me",defendant,Jeff Godfrey,"Tennessee, I Hear You Calling Me",0.7,2c451370-3c11-4735-b57a-0345e7426c5f,Jeff Brown & Still Lonesome,Virginia I Hear You Calling Me,
11,1916,Haas v. Leo Feist,Al Piantadosi,I Didn't Raise My Boy to be a Soldier,defendant,Al Piantadosi,I Didn't Raise My Boy to be a Soldier,0.95,3a46d61e-da85-4201-9a15-16733aab7a8a,Gerri Gribi,I Didn't Raise My Boy to Be a Soldier,
13,1923,Austin v. Columbia Gramophone Co.,John Gay,"Themes from opera ""Polly""",defendant,John Gay,Polly,0.9,5d19df2c-6287-4826-9c96-230e4e6dc0b4,John Gay,"The Beggar's Opera: Act I. Air. ""Pretty Polly, say"" (Macheath, Polly)",
14,1923,Hein v. Harris,Joseph Howard,I Think I Hear a Woodpecker,defendant,Joseph E. Howard,I Think I Hear a Woodpecker,0.9,cb36c66c-0d41-4847-a887-9073c80b8e7f,lots of hands,i think i hear a woodpecker,
